feature,importance
TP5_MeanHU,0.7615773970949591
TP4_MeanHU,0.04753389636315072
TP4_MeanSUV,0.029998599900506923
TP5_MeanSUV,0.028062801847688754
TP2_MeanHU,0.022472198658159904
TP3_MeanSUV,0.016521769748653527
TP3_MeanHU,0.015453554151015944
TP2_MeanSUV,0.012173813175469042
LoeweFIC90_cholesterol_Termil,0.0033315737657003044
NeutralHcellPK_FBC90,0.002379660587590154
GRinf_acidic_Constant,0.0021546681109123845
cellAUC25_cholesterolSimplePK_Termil,0.0020542915997218774
NeutralHcellPK_FBC50,0.0016621768931145348
casGRinf_dormancySimplePK_Constant,0.0016441975775421836
NeutralHcellPK_AUC50,0.0014400615463684464
AcidicNequip_FBC50,0.001412730061972035
casAUC25_cholesterolSimplePK_Constant,0.0012472635617997308
NeutralNcellPK_FBC50,0.0012307690208895234
LoeweFIC90_dormancy_Constant,0.0012240253083490977
GRinf_valerate_Termil,0.0011715153654672152
NeutralNcasPK_Einf,0.0011659153988736461
LoeweFIC50_standard_ConstantTermil,0.001131967934420159
casAUC25_dormancySimplePK_Constant,0.0010770301038840403
NeutralNequip_FBC50,0.0010425627276479626
GRinf_standard_ConstantTermil,0.0010268980865147644
GRinf_valerate_Constant,0.0010141618223294977
LoeweFIC90_butyrate_Constant,0.001002794605203698
LoeweFIC90_cholesterol_Constant,0.0009224665655076457
AUC25_acidic_Termil,0.0009032135781205275
casGRinf_dormancySimplePK_Termil,0.0008605808155374071
GRinf_dormancy_Constant,0.0008471452364011768
casAUC25_butyrateSimplePK_Constant,0.000819499068736985
NeutralNcellPK_Einf,0.000815528661381989
AUC25_valerate_Constant,0.0008134312048537182
LoeweFIC90_acidic_Termil,0.0008026438366295936
cellAUC25_dormancySimplePK_Constant,0.0008019924347697612
AcidicNequip_FBC90,0.0007449579845734222
AcidicNcellPK_Einf,0.0007183855882384615
cellGRinf_cholesterolSimplePK_Termil,0.0007087138400100092
LoeweFIC50_valerate_Constant,0.0006956369067737577
LoeweFIC50_dormancy_Constant,0.0006917999409008093
GRinf_acidic_Termil,0.0006862994129976323
AUC25_dormancy_Termil,0.0006442544552162202
AUC25_dormancy_Constant,0.0006439767754263029
GRinf_dormancy_Termil,0.0006288647645461825
casAUC25_cholesterolSimplePK_Termil,0.0006286352598350927
LoeweFIC50_acidic_Constant,0.0006257153552661272
NeutralHcellPK_Einf,0.0006207637059795014
cellGRinf_dormancySimplePK_Constant,0.0006159033462468149
LoeweFIC90_dormancy_Termil,0.0005966981608325563
cellGRinf_dormancySimplePK_Termil,0.0005922903263945812
AcidicNcellPK_FBC50,0.0005901675307063716
AUC25_valerate_Termil,0.0005610626194974195
cellGRinf_butyrateSimplePK_Constant,0.0005486062931257988
casGRinf_butyrateSimplePK_Constant,0.0005451073818417005
AUC25_butyrate_Termil,0.0005448121024810632
NeutralNcasPK_AUC50,0.0005046242105912147
NeutralHequip_AUC50,0.00047384102332656986
AcidicNcellPK_AUC50,0.0004702720525375649
cellAUC25_butyrateSimplePK_Termil,0.00046935000639295566
LoeweFIC90_valerate_Termil,0.0004624825305311393
NeutralNequip_AUC50,0.00045941443828630704
LoeweFIC90_butyrate_Termil,0.00044141364748839985
NeutralHcasPK_FBC50,0.00044138101646421147
casAUC25_butyrateSimplePK_Termil,0.0004300361435387356
NeutralNcellPK_FBC90,0.00042911254651787614
GRinf_cholesterol_Termil,0.00041556848330184245
GRinf_butyrate_Termil,0.0004089816052347665
cellAUC25_cholesterolSimplePK_Constant,0.00040544027465573974
NeutralHequip_FBC90,0.0004021834672595052
NeutralNequip_FBC90,0.0003941255123347837
AcidicNcasPK_AUC50,0.000388861241208499
LoeweFIC50_cholesterol_Termil,0.0003866141901416201
cellAUC25_butyrateSimplePK_Constant,0.00038617600259814686
NeutralHequip_Einf,0.0003808698256510701
cellGRinf_cholesterolSimplePK_Constant,0.0003792415821260498
LoeweFIC50_dormancy_Termil,0.0003791875267247152
LoeweFIC50_valerate_Termil,0.0003791009385639596
NeutralHequip_FBC50,0.00036647172815412515
LoeweFIC90_valerate_Constant,0.00036262247503319496
LoeweFIC50_acidic_Termil,0.0003608795648510958
cellAUC25_dormancySimplePK_Termil,0.00035048859669689793
NeutralHcasPK_AUC50,0.00034051943653854003
casAUC25_dormancySimplePK_Termil,0.0003375375984160624
casGRinf_cholesterolSimplePK_Termil,0.00031991906444407106
NeutralNequip_Einf,0.00030572500556048585
cellGRinf_butyrateSimplePK_Termil,0.00029544480099293876
NeutralHcasPK_Einf,0.00028884962381665565
NeutralHcasPK_FBC90,0.00027755080142236895
AUC25_acidic_Constant,0.0002692289789251428
AcidicNcasPK_Einf,0.0002661779226841301
LoeweFIC50_butyrate_Constant,0.00026273275492024725
LoeweFIC50_butyrate_Termil,0.0002627086256249332
AUC25_butyrate_Constant,0.0002568279751118049
casGRinf_cholesterolSimplePK_Constant,0.0002532224390811206
AcidicNequip_Einf,0.00025086500630789227
AcidicNcasPK_FBC90,0.00024113142083526063
AcidicNequip_AUC50,0.00023682497066696898
GRinf_butyrate_Constant,0.00023499841067817386
casGRinf_butyrateSimplePK_Termil,0.0002344667925024447
AUC25_cholesterol_Termil,0.00022671174712578322
AcidicNcellPK_FBC90,0.00021972370647891325
AUC25_standard_ConstantTermil,0.00021413914621466244
AcidicNcasPK_FBC50,0.00021180844526484414
NeutralNcellPK_AUC50,0.00019939351291581824
AUC25_cholesterol_Constant,0.00017722546003844344
LoeweFIC90_standard_ConstantTermil,0.00017204868460844052
NeutralNcasPK_FBC90,0.00016784414087818287
NeutralNcasPK_FBC50,0.00012823897987770784
LoeweFIC50_cholesterol_Constant,0.00010435152493634989
GRinf_cholesterol_Constant,8.759422218675489e-05
LoeweFIC90_acidic_Constant,0.0
