feature,importance
TP2_MeanHU,0.6744673791005517
TP2_MeanSUV,0.1453275676883284
NeutralHequip_FBC50,0.010326940697730342
LoeweFIC50_acidic_Constant,0.005596398272847567
LoeweFIC90_butyrate_Constant,0.005567382999804728
LoeweFIC50_standard_ConstantTermil,0.005074821285453552
LoeweFIC50_valerate_Termil,0.004937133323168643
casAUC25_cholesterolSimplePK_Constant,0.004720790349772386
casAUC25_cholesterolSimplePK_Termil,0.004580602060220949
cellGRinf_dormancySimplePK_Termil,0.003455917898499299
LoeweFIC90_valerate_Termil,0.0034239223362695368
cellAUC25_cholesterolSimplePK_Termil,0.0033754885031394483
AUC25_dormancy_Constant,0.0033277996929097524
casGRinf_dormancySimplePK_Termil,0.0032732698045640444
casAUC25_dormancySimplePK_Termil,0.003263133883688798
AUC25_standard_ConstantTermil,0.0030530977640353804
LoeweFIC90_acidic_Termil,0.003010711890579689
GRinf_butyrate_Termil,0.0029636486755760636
NeutralHequip_FBC90,0.0029631422845059715
AUC25_acidic_Constant,0.0029162160638495087
AUC25_butyrate_Constant,0.002712754455634063
casAUC25_butyrateSimplePK_Constant,0.0026530586811537703
LoeweFIC90_dormancy_Constant,0.002607463546104407
LoeweFIC50_butyrate_Termil,0.0025196250128754994
GRinf_dormancy_Constant,0.002494210979906101
GRinf_acidic_Constant,0.0024514228795459655
cellGRinf_dormancySimplePK_Constant,0.0023969189505702567
cellGRinf_cholesterolSimplePK_Termil,0.0021890478274066492
GRinf_valerate_Termil,0.0021096478815307513
AUC25_acidic_Termil,0.0021059279518959675
cellAUC25_dormancySimplePK_Termil,0.0020223018684052316
AcidicNequip_FBC50,0.0020017251430436097
NeutralHcellPK_FBC50,0.0019181119644409016
casAUC25_dormancySimplePK_Constant,0.0018680932516179963
NeutralHequip_AUC50,0.0018358368016617734
LoeweFIC50_cholesterol_Constant,0.001805758346135323
NeutralHcasPK_AUC50,0.0017753448462192968
AcidicNcellPK_Einf,0.001671045220805777
AcidicNequip_FBC90,0.0016637643544782502
LoeweFIC50_acidic_Termil,0.0015947085975025394
NeutralHcasPK_Einf,0.0015760759920898978
casAUC25_butyrateSimplePK_Termil,0.0015310493071600385
NeutralNcellPK_AUC50,0.0015228488043585917
NeutralHcellPK_Einf,0.0015168501880870543
AUC25_valerate_Termil,0.0014801613307141796
NeutralNcasPK_Einf,0.001471367299587895
AcidicNcellPK_AUC50,0.0014522679625238021
cellGRinf_butyrateSimplePK_Constant,0.0014215707473711463
GRinf_dormancy_Termil,0.0014170730562897734
NeutralNequip_Einf,0.0013696896774277338
NeutralNcasPK_FBC50,0.0013543948516543055
GRinf_butyrate_Constant,0.0013149135905958253
AUC25_dormancy_Termil,0.0013047114219732557
LoeweFIC90_cholesterol_Constant,0.0012784734775872504
AcidicNequip_AUC50,0.0012373837989265851
NeutralNcellPK_FBC90,0.0012366353395907605
GRinf_acidic_Termil,0.0012364773189048285
casGRinf_butyrateSimplePK_Constant,0.0012334386694514807
AcidicNcellPK_FBC50,0.0012219418494304336
NeutralHcasPK_FBC50,0.0011961263770261961
AUC25_cholesterol_Constant,0.001157189751115925
NeutralHcellPK_AUC50,0.001153889402457701
LoeweFIC50_butyrate_Constant,0.001127203982434406
NeutralNequip_AUC50,0.0010707319187306873
NeutralNcellPK_FBC50,0.001069115543751528
LoeweFIC50_cholesterol_Termil,0.0010642696146077393
AcidicNcasPK_AUC50,0.0010314422944647835
NeutralHcasPK_FBC90,0.0010141192976110484
LoeweFIC90_butyrate_Termil,0.0009979738578867452
NeutralNequip_FBC50,0.0009761051736127238
cellAUC25_dormancySimplePK_Constant,0.0009516469986799186
AcidicNcasPK_FBC50,0.0009390950179174829
cellGRinf_cholesterolSimplePK_Constant,0.0008897121640174627
LoeweFIC90_standard_ConstantTermil,0.0008823224741607092
casGRinf_butyrateSimplePK_Termil,0.0008818360550783129
NeutralNcasPK_FBC90,0.0008744917571824829
cellAUC25_butyrateSimplePK_Termil,0.0008740077003638567
AcidicNcasPK_Einf,0.0008733501180191052
LoeweFIC90_cholesterol_Termil,0.0008649467710970956
NeutralNequip_FBC90,0.0008626510577282227
NeutralNcellPK_Einf,0.000855164059822327
AcidicNcasPK_FBC90,0.0008293149041721687
AcidicNcellPK_FBC90,0.0008241060805070766
cellAUC25_cholesterolSimplePK_Constant,0.0008142160170257637
casGRinf_dormancySimplePK_Constant,0.0008053315903288833
cellAUC25_butyrateSimplePK_Constant,0.0007707863283229127
AUC25_cholesterol_Termil,0.0007452167240186076
casGRinf_cholesterolSimplePK_Termil,0.0007239875468812889
cellGRinf_butyrateSimplePK_Termil,0.0006848726199852949
NeutralNcasPK_AUC50,0.0006805904105191242
GRinf_valerate_Constant,0.0006802172691130795
AUC25_butyrate_Termil,0.0006460063885820073
NeutralHcellPK_FBC90,0.0006172704662262183
LoeweFIC50_dormancy_Constant,0.0006147110276705893
GRinf_cholesterol_Termil,0.0006022864412492211
LoeweFIC90_valerate_Constant,0.0005747812547314865
LoeweFIC50_valerate_Constant,0.0005344979298220054
LoeweFIC50_dormancy_Termil,0.000472090590196307
LoeweFIC90_dormancy_Termil,0.000445279165754945
casGRinf_cholesterolSimplePK_Constant,0.00041066312474196174
GRinf_cholesterol_Constant,0.000386767366149933
GRinf_standard_ConstantTermil,0.00038301598892684146
NeutralHequip_Einf,0.00037835032424100504
AcidicNequip_Einf,0.00029366688400175303
AUC25_valerate_Constant,0.00027512434891043924
LoeweFIC90_acidic_Constant,0.0
