feature,importance
TP5_MeanHU,0.7746857040553188
TP4_MeanHU,0.05122673462692706
TP5_MeanSUV,0.04395938020949779
TP4_MeanSUV,0.034107869706436006
TP2_MeanHU,0.028335929580949572
TP3_MeanSUV,0.024474358807323342
TP3_MeanHU,0.023972513526630157
TP2_MeanSUV,0.01923750948691738
