sample_id,feature_name,feature_value,shap_value
0,LoeweFIC90_cholesterol_Constant,0.088213263,-0.09574135533187593
1,LoeweFIC90_cholesterol_Constant,0.088213263,0.15546704423945884
2,LoeweFIC90_cholesterol_Constant,0.088213263,-0.07273449004629291
3,LoeweFIC90_cholesterol_Constant,0.088213263,-0.005701927735400489
4,LoeweFIC90_cholesterol_Constant,0.088213263,-0.0988601928391231
5,LoeweFIC90_cholesterol_Constant,0.088213263,0.004121434486882686
6,LoeweFIC90_cholesterol_Constant,0.088213263,-0.012301501652418197
7,LoeweFIC90_cholesterol_Constant,0.088213263,-0.007468963563631774
8,LoeweFIC90_cholesterol_Constant,0.088213263,-0.0777812832551958
9,LoeweFIC90_cholesterol_Constant,0.088213263,0.14438046515925676
10,LoeweFIC90_cholesterol_Constant,0.088213263,0.09833124169145253
11,LoeweFIC90_cholesterol_Constant,0.088213263,-0.0610437554021274
12,LoeweFIC90_cholesterol_Constant,0.088213263,-0.025698885747252608
13,LoeweFIC90_cholesterol_Constant,0.088213263,-0.14437269655784388
14,LoeweFIC90_cholesterol_Constant,0.088213263,-0.04731021187785887
15,LoeweFIC90_cholesterol_Constant,0.088213263,-0.013629559349670613
16,LoeweFIC90_cholesterol_Constant,0.088213263,-0.02593520255857505
17,LoeweFIC90_cholesterol_Constant,0.088213263,-0.049439356990533055
18,LoeweFIC90_cholesterol_Constant,0.088213263,-0.11859122871584173
19,LoeweFIC90_cholesterol_Constant,0.088213263,-0.1945719714833085
20,LoeweFIC90_cholesterol_Constant,0.745563565,-0.49142651957369976
21,LoeweFIC90_cholesterol_Constant,0.745563565,-0.06771765618944257
22,LoeweFIC90_cholesterol_Constant,0.745563565,-0.2233589906119121
23,LoeweFIC90_cholesterol_Constant,0.745563565,-0.3108849473007334
24,LoeweFIC90_cholesterol_Constant,0.745563565,-0.31072132568540634
25,LoeweFIC90_cholesterol_Constant,0.745563565,-0.22479625779919998
26,LoeweFIC90_cholesterol_Constant,0.745563565,-0.29731522507079666
