feature,importance_mean,importance_std
TP4_MeanHU,2485.299557067771,291.96941865305297
TP4_MeanSUV,164.9341351690784,158.59735980585972
TP2_MeanHU,104.16758695519346,59.116116257801686
TP3_MeanHU,48.86429336757806,45.62110361578591
TP2_MeanSUV,37.18533508902503,31.99631986813468
TP3_MeanSUV,9.65847980468152,17.14794210829601
