feature,importance_mean,importance_std
LoeweFIC50_acidic_Termil,0.0,0.0
cellGRinf_butyrateSimplePK_Termil,0.0,0.0
LoeweFIC50_cholesterol_Constant,0.0,1.4380373887290168e-13
NeutralNcasPK_AUC50,0.0,0.0
GRinf_dormancy_Termil,0.0,0.0
AcidicNequip_FBC90,0.0,1.4380373887290168e-13
GRinf_acidic_Termil,0.0,0.0
AUC25_acidic_Constant,-2.2737367544323207e-14,4.5474735088646414e-14
AUC25_standard_ConstantTermil,-2.2737367544323207e-14,1.5082263372984927e-13
NeutralNcellPK_AUC50,-2.2737367544323207e-14,1.1138989715542166e-13
LoeweFIC90_cholesterol_Constant,-2.2737367544323207e-14,1.1138989715542167e-13
NeutralHcellPK_AUC50,-2.2737367544323207e-14,1.1138989715542167e-13
casGRinf_butyrateSimplePK_Constant,-2.2737367544323207e-14,1.1138989715542166e-13
casAUC25_cholesterolSimplePK_Termil,-2.2737367544323207e-14,1.1138989715542167e-13
casAUC25_cholesterolSimplePK_Constant,-2.2737367544323207e-14,4.5474735088646414e-14
LoeweFIC90_standard_ConstantTermil,-2.2737367544323207e-14,4.5474735088646414e-14
LoeweFIC50_dormancy_Constant,-2.2737367544323207e-14,4.547473508864642e-14
AUC25_valerate_Termil,-4.5474735088646414e-14,9.094947017729284e-14
NeutralHequip_AUC50,-4.5474735088646414e-14,2.108576721979194e-13
NeutralHcasPK_FBC50,-4.5474735088646414e-14,9.094947017729284e-14
AcidicNcellPK_FBC50,-4.5474735088646414e-14,9.094947017729283e-14
AUC25_butyrate_Termil,-4.5474735088646414e-14,2.108576721979194e-13
AcidicNequip_FBC50,-4.5474735088646414e-14,9.094947017729283e-14
cellAUC25_butyrateSimplePK_Constant,-4.5474735088646414e-14,9.094947017729284e-14
LoeweFIC90_valerate_Constant,-4.5474735088646414e-14,9.094947017729284e-14
casAUC25_butyrateSimplePK_Termil,-4.5474735088646414e-14,9.094947017729283e-14
cellGRinf_cholesterolSimplePK_Termil,-4.5474735088646414e-14,9.094947017729284e-14
GRinf_standard_ConstantTermil,-4.5474735088646414e-14,9.094947017729284e-14
GRinf_cholesterol_Termil,-4.5474735088646414e-14,1.8471924715040496e-13
AUC25_cholesterol_Termil,-4.5474735088646414e-14,9.094947017729284e-14
LoeweFIC90_butyrate_Termil,-4.5474735088646414e-14,1.8471924715040496e-13
LoeweFIC90_valerate_Termil,-4.5474735088646414e-14,1.5421232963320265e-13
LoeweFIC90_acidic_Termil,-4.5474735088646414e-14,1.70150878456022e-13
casGRinf_dormancySimplePK_Termil,-4.5474735088646414e-14,9.094947017729283e-14
AcidicNcasPK_AUC50,-6.821210263296962e-14,9.094947017729282e-14
casAUC25_dormancySimplePK_Constant,-6.821210263296962e-14,1.3642420526593926e-13
AUC25_dormancy_Termil,-6.821210263296962e-14,1.7015087845602198e-13
NeutralNequip_Einf,-6.821210263296962e-14,2.2277979431084332e-13
cellAUC25_cholesterolSimplePK_Constant,-6.821210263296962e-14,1.3642420526593926e-13
LoeweFIC50_acidic_Constant,-6.821210263296962e-14,1.3642420526593926e-13
cellGRinf_cholesterolSimplePK_Constant,-6.821210263296962e-14,1.9821977473569283e-13
cellGRinf_dormancySimplePK_Constant,-6.821210263296962e-14,1.9821977473569283e-13
NeutralNcasPK_FBC90,-9.094947017729283e-14,1.8189894035458566e-13
AcidicNequip_Einf,-9.094947017729283e-14,1.8189894035458566e-13
NeutralNcasPK_Einf,-9.094947017729283e-14,2.2044695731057479e-13
casAUC25_butyrateSimplePK_Constant,-9.094947017729283e-14,1.1138989715542167e-13
LoeweFIC50_butyrate_Constant,-9.094947017729283e-14,1.8189894035458566e-13
AcidicNcasPK_Einf,-9.094947017729283e-14,1.1138989715542167e-13
GRinf_butyrate_Termil,-9.094947017729283e-14,1.8189894035458566e-13
NeutralHequip_FBC90,-9.094947017729283e-14,1.8189894035458568e-13
cellAUC25_dormancySimplePK_Termil,-9.094947017729283e-14,1.670848457331325e-13
LoeweFIC50_butyrate_Termil,-9.094947017729283e-14,1.8189894035458568e-13
GRinf_dormancy_Constant,-1.1368683772161603e-13,2.033691978340166e-13
casGRinf_dormancySimplePK_Constant,-1.1368683772161603e-13,1.4380373887290168e-13
NeutralNcasPK_FBC50,-1.1368683772161603e-13,1.4380373887290168e-13
AcidicNcasPK_FBC90,-1.1368683772161603e-13,2.033691978340166e-13
casAUC25_dormancySimplePK_Termil,-1.1368683772161603e-13,2.8760747774580335e-13
NeutralHequip_FBC50,-1.1368683772161603e-13,2.033691978340166e-13
GRinf_butyrate_Constant,-1.3642420526593923e-13,1.8189894035458563e-13
AUC25_cholesterol_Constant,-1.3642420526593923e-13,1.8189894035458563e-13
GRinf_acidic_Constant,-1.5916157281026243e-13,1.7015087845602198e-13
NeutralNcellPK_Einf,-1.5916157281026243e-13,1.3642420526593923e-13
GRinf_cholesterol_Constant,-1.5916157281026243e-13,1.3642420526593926e-13
GRinf_valerate_Constant,-1.5916157281026243e-13,1.9821977473569283e-13
cellGRinf_dormancySimplePK_Termil,-1.5916157281026243e-13,2.448889430131432e-13
TP3_MeanSUV,-12.159447563976869,34.92072450297505
TP2_MeanSUV,-50.29105867196463,55.45685331246051
