sample_id,feature_name,feature_value,shap_value
0,LoeweFIC90_cholesterol_Constant,0.088213263,-0.32775035471918784
1,LoeweFIC90_cholesterol_Constant,0.088213263,-0.3042304644751511
2,LoeweFIC90_cholesterol_Constant,0.088213263,-0.3307389015395844
3,LoeweFIC90_cholesterol_Constant,0.088213263,-0.9805608715357874
4,LoeweFIC90_cholesterol_Constant,0.088213263,-0.34085278666115754
5,LoeweFIC90_cholesterol_Constant,0.088213263,-0.21949472755013028
6,LoeweFIC90_cholesterol_Constant,0.088213263,-0.240380050015725
7,LoeweFIC90_cholesterol_Constant,0.088213263,-0.3216503670326115
8,LoeweFIC90_cholesterol_Constant,0.088213263,-0.23978507155041923
9,LoeweFIC90_cholesterol_Constant,0.088213263,-0.5142782833391227
10,LoeweFIC90_cholesterol_Constant,0.088213263,-0.3245224506648594
11,LoeweFIC90_cholesterol_Constant,0.088213263,-0.20240055066801038
12,LoeweFIC90_cholesterol_Constant,0.088213263,-0.3137344269672038
13,LoeweFIC90_cholesterol_Constant,0.088213263,-1.8080008072570517
14,LoeweFIC90_cholesterol_Constant,0.088213263,-0.4586006172103601
15,LoeweFIC90_cholesterol_Constant,0.088213263,-0.23951942269332738
16,LoeweFIC90_cholesterol_Constant,0.088213263,-0.26447976337870704
17,LoeweFIC90_cholesterol_Constant,0.088213263,-0.4657332809192484
18,LoeweFIC90_cholesterol_Constant,0.088213263,-0.33644012746264157
19,LoeweFIC90_cholesterol_Constant,0.088213263,-2.866324023165571
20,LoeweFIC90_cholesterol_Constant,0.745563565,-0.6958930868726804
21,LoeweFIC90_cholesterol_Constant,0.745563565,-1.0212370155370483
22,LoeweFIC90_cholesterol_Constant,0.745563565,-1.2048852177243312
23,LoeweFIC90_cholesterol_Constant,0.745563565,-3.0063910780432357
24,LoeweFIC90_cholesterol_Constant,0.745563565,-0.8030425626065957
25,LoeweFIC90_cholesterol_Constant,0.745563565,-1.0360984347207283
26,LoeweFIC90_cholesterol_Constant,0.745563565,-0.9197286219195283
27,LoeweFIC90_cholesterol_Constant,0.745563565,-0.9971161750130951
28,LoeweFIC90_cholesterol_Constant,0.745563565,-1.1990213115617683
29,LoeweFIC90_cholesterol_Constant,0.745563565,-3.7811557680976695
30,LoeweFIC90_cholesterol_Constant,0.745563565,-0.6824326078603362
31,LoeweFIC90_cholesterol_Constant,0.745563565,-0.8745331423775119
32,LoeweFIC90_cholesterol_Constant,0.745563565,-2.2560942924688905
33,LoeweFIC90_cholesterol_Constant,0.745563565,-1.7339501730124436
34,LoeweFIC90_cholesterol_Constant,0.745563565,-0.7556779345189835
35,LoeweFIC90_cholesterol_Constant,0.745563565,-1.135185316017901
36,LoeweFIC90_cholesterol_Constant,0.745563565,-0.8354254100388405
37,LoeweFIC90_cholesterol_Constant,0.745563565,-1.1285068346463172
38,LoeweFIC90_cholesterol_Constant,0.745563565,-0.6946069422118302
39,LoeweFIC90_cholesterol_Constant,0.745563565,-1.9168867124403985
40,LoeweFIC90_cholesterol_Constant,0.745563565,-0.6194400241738595
41,LoeweFIC90_cholesterol_Constant,0.745563565,-1.373708459541963
42,LoeweFIC90_cholesterol_Constant,0.465402374,-0.7259088474896545
43,LoeweFIC90_cholesterol_Constant,0.465402374,-0.743157369455995
44,LoeweFIC90_cholesterol_Constant,0.465402374,-0.963124448002057
45,LoeweFIC90_cholesterol_Constant,0.465402374,-0.5368744974414051
46,LoeweFIC90_cholesterol_Constant,0.465402374,-3.018454221313992
47,LoeweFIC90_cholesterol_Constant,0.465402374,-1.4788082372725846
48,LoeweFIC90_cholesterol_Constant,0.465402374,-3.2749162712578026
49,LoeweFIC90_cholesterol_Constant,0.465402374,-4.308988202050767
50,LoeweFIC90_cholesterol_Constant,0.465402374,-0.7149305702933452
51,LoeweFIC90_cholesterol_Constant,0.465402374,-0.8540664421258878
52,LoeweFIC90_cholesterol_Constant,0.465402374,-0.6853851994547391
53,LoeweFIC90_cholesterol_Constant,0.465402374,-0.7530662294187592
54,LoeweFIC90_cholesterol_Constant,0.465402374,-0.9573462090685405
55,LoeweFIC90_cholesterol_Constant,0.465402374,-0.8374115328942654
56,LoeweFIC90_cholesterol_Constant,0.465402374,-0.8442435453868626
57,LoeweFIC90_cholesterol_Constant,0.465402374,-1.2730544423418766
58,LoeweFIC90_cholesterol_Constant,0.465402374,-1.485950434095415
59,LoeweFIC90_cholesterol_Constant,0.465402374,-5.473125534079267
60,LoeweFIC90_cholesterol_Constant,0.465402374,-0.9346461537939915
61,LoeweFIC90_cholesterol_Constant,0.465402374,-3.3841291794036406
62,LoeweFIC90_cholesterol_Constant,0.465402374,-0.5401519443740523
63,LoeweFIC90_cholesterol_Constant,0.702125724,-0.5686105485032237
64,LoeweFIC90_cholesterol_Constant,0.702125724,-0.7384584127367818
65,LoeweFIC90_cholesterol_Constant,0.702125724,-0.6982768677143956
66,LoeweFIC90_cholesterol_Constant,0.702125724,-0.7564382217696435
67,LoeweFIC90_cholesterol_Constant,0.702125724,-0.7150917214663153
68,LoeweFIC90_cholesterol_Constant,0.702125724,-1.1307520069052934
69,LoeweFIC90_cholesterol_Constant,0.702125724,-1.0071308336424245
70,LoeweFIC90_cholesterol_Constant,0.702125724,-0.5982764239503969
71,LoeweFIC90_cholesterol_Constant,0.702125724,-0.7432787011530956
72,LoeweFIC90_cholesterol_Constant,0.702125724,-1.0586951993282114
73,LoeweFIC90_cholesterol_Constant,0.702125724,-0.7412540331434047
