sample_id,feature_name,feature_value,shap_value
0,LoeweFIC90_cholesterol_Constant,0.088213263,0.0013168114185021645
1,LoeweFIC90_cholesterol_Constant,0.088213263,0.0007684406930188573
2,LoeweFIC90_cholesterol_Constant,0.088213263,-0.0006898906862265311
3,LoeweFIC90_cholesterol_Constant,0.088213263,-0.00023456876751279555
4,LoeweFIC90_cholesterol_Constant,0.088213263,-0.00014956348304465337
5,LoeweFIC90_cholesterol_Constant,0.088213263,0.007397760101822447
6,LoeweFIC90_cholesterol_Constant,0.088213263,0.0010937255270157017
7,LoeweFIC90_cholesterol_Constant,0.088213263,-0.00709784716978429
8,LoeweFIC90_cholesterol_Constant,0.088213263,-1.2367241704556516e-05
9,LoeweFIC90_cholesterol_Constant,0.088213263,-0.006315420487013739
10,LoeweFIC90_cholesterol_Constant,0.088213263,0.0001169495299822856
11,LoeweFIC90_cholesterol_Constant,0.088213263,-4.8748564582770734e-05
12,LoeweFIC90_cholesterol_Constant,0.088213263,-4.008696252443913e-05
13,LoeweFIC90_cholesterol_Constant,0.088213263,-0.003074741638796735
14,LoeweFIC90_cholesterol_Constant,0.088213263,0.002744852178156578
15,LoeweFIC90_cholesterol_Constant,0.088213263,0.0025150407416920455
16,LoeweFIC90_cholesterol_Constant,0.088213263,0.0005322008554567593
17,LoeweFIC90_cholesterol_Constant,0.088213263,0.005940909580396597
18,LoeweFIC90_cholesterol_Constant,0.088213263,0.00045058728116190643
19,LoeweFIC90_cholesterol_Constant,0.088213263,-0.012308107251159705
20,LoeweFIC90_cholesterol_Constant,0.745563565,-0.025317099678772714
21,LoeweFIC90_cholesterol_Constant,0.745563565,0.0036135309728285566
22,LoeweFIC90_cholesterol_Constant,0.745563565,0.0035767615845153024
23,LoeweFIC90_cholesterol_Constant,0.745563565,-0.0011020323816568485
24,LoeweFIC90_cholesterol_Constant,0.745563565,0.0012671788866294182
25,LoeweFIC90_cholesterol_Constant,0.745563565,-0.0017626136612428536
26,LoeweFIC90_cholesterol_Constant,0.745563565,-0.005460898083359721
27,LoeweFIC90_cholesterol_Constant,0.745563565,0.002164536746529452
28,LoeweFIC90_cholesterol_Constant,0.745563565,-0.004273575973658361
29,LoeweFIC90_cholesterol_Constant,0.745563565,-0.0020785884120903867
30,LoeweFIC90_cholesterol_Constant,0.745563565,-0.02506134485875427
31,LoeweFIC90_cholesterol_Constant,0.745563565,-0.003231440431766396
32,LoeweFIC90_cholesterol_Constant,0.745563565,-0.01519963187162532
33,LoeweFIC90_cholesterol_Constant,0.745563565,-0.006934136897530353
34,LoeweFIC90_cholesterol_Constant,0.745563565,0.0017489656923475618
35,LoeweFIC90_cholesterol_Constant,0.745563565,-0.0016174122077153832
36,LoeweFIC90_cholesterol_Constant,0.745563565,-0.0009387714032935927
37,LoeweFIC90_cholesterol_Constant,0.745563565,-0.00473427753061919
38,LoeweFIC90_cholesterol_Constant,0.745563565,-0.01612995949655361
39,LoeweFIC90_cholesterol_Constant,0.745563565,-0.001892740122297455
