sample_id,feature_name,feature_value,shap_value
0,LoeweFIC90_cholesterol_Constant,0.088213263,-0.002751254113548477
1,LoeweFIC90_cholesterol_Constant,0.088213263,0.004691354474832185
2,LoeweFIC90_cholesterol_Constant,0.088213263,-0.0003787048170134328
3,LoeweFIC90_cholesterol_Constant,0.088213263,-3.573086032535818e-05
4,LoeweFIC90_cholesterol_Constant,0.088213263,-0.000505075694533927
5,LoeweFIC90_cholesterol_Constant,0.088213263,0.0049080944822680675
6,LoeweFIC90_cholesterol_Constant,0.088213263,6.455305352264503e-05
7,LoeweFIC90_cholesterol_Constant,0.088213263,-0.00031975650694883353
8,LoeweFIC90_cholesterol_Constant,0.088213263,-0.0004149199766777624
9,LoeweFIC90_cholesterol_Constant,0.088213263,0.005329488969779921
10,LoeweFIC90_cholesterol_Constant,0.088213263,0.004184256331070142
11,LoeweFIC90_cholesterol_Constant,0.088213263,-4.919215648352113e-05
12,LoeweFIC90_cholesterol_Constant,0.088213263,-0.002348779384852292
13,LoeweFIC90_cholesterol_Constant,0.088213263,-0.0005363130704859493
14,LoeweFIC90_cholesterol_Constant,0.088213263,4.890059367057138e-05
15,LoeweFIC90_cholesterol_Constant,0.088213263,-0.00020842853922315542
16,LoeweFIC90_cholesterol_Constant,0.088213263,-0.00041423228837423156
17,LoeweFIC90_cholesterol_Constant,0.088213263,-0.0010460108967914438
18,LoeweFIC90_cholesterol_Constant,0.088213263,-0.0005191597249934763
19,LoeweFIC90_cholesterol_Constant,0.088213263,-0.0023447821296259646
20,LoeweFIC90_cholesterol_Constant,0.745563565,-0.001446548921617305
21,LoeweFIC90_cholesterol_Constant,0.745563565,0.0017687743508180331
22,LoeweFIC90_cholesterol_Constant,0.745563565,-0.0025317065974643127
23,LoeweFIC90_cholesterol_Constant,0.745563565,-0.0024549405565612893
24,LoeweFIC90_cholesterol_Constant,0.745563565,-0.001372314202877694
25,LoeweFIC90_cholesterol_Constant,0.745563565,-0.000983151187129732
26,LoeweFIC90_cholesterol_Constant,0.745563565,-0.004632224295974901
27,LoeweFIC90_cholesterol_Constant,0.745563565,-0.0013944328178895978
28,LoeweFIC90_cholesterol_Constant,0.745563565,-0.0015748222675175429
29,LoeweFIC90_cholesterol_Constant,0.745563565,-0.003064258919952627
30,LoeweFIC90_cholesterol_Constant,0.745563565,-0.008112490471425976
31,LoeweFIC90_cholesterol_Constant,0.745563565,-0.0007028325793248722
32,LoeweFIC90_cholesterol_Constant,0.745563565,0.0029512569324141144
33,LoeweFIC90_cholesterol_Constant,0.745563565,0.0026359266458712643
34,LoeweFIC90_cholesterol_Constant,0.745563565,-0.0013609246343137202
35,LoeweFIC90_cholesterol_Constant,0.745563565,-0.004589114638367936
36,LoeweFIC90_cholesterol_Constant,0.745563565,-0.001599004365128461
37,LoeweFIC90_cholesterol_Constant,0.745563565,-0.001313686269926699
38,LoeweFIC90_cholesterol_Constant,0.745563565,-0.0017194215502920366
39,LoeweFIC90_cholesterol_Constant,0.745563565,-0.003550992734711422
40,LoeweFIC90_cholesterol_Constant,0.745563565,-0.004755286560590129
41,LoeweFIC90_cholesterol_Constant,0.745563565,0.004008081125833839
42,LoeweFIC90_cholesterol_Constant,0.465402374,-0.0023949885332313747
43,LoeweFIC90_cholesterol_Constant,0.465402374,0.0012544895507238434
44,LoeweFIC90_cholesterol_Constant,0.465402374,-0.001127625172464803
45,LoeweFIC90_cholesterol_Constant,0.465402374,0.0010635674313647964
46,LoeweFIC90_cholesterol_Constant,0.465402374,-0.0011028096121428823
47,LoeweFIC90_cholesterol_Constant,0.465402374,-0.00038790591610339016
48,LoeweFIC90_cholesterol_Constant,0.465402374,-0.00025110974400500356
49,LoeweFIC90_cholesterol_Constant,0.465402374,-0.000378082612833559
50,LoeweFIC90_cholesterol_Constant,0.465402374,-0.0026267637275238435
51,LoeweFIC90_cholesterol_Constant,0.465402374,0.0012642262221006886
52,LoeweFIC90_cholesterol_Constant,0.465402374,0.00016655587316383993
53,LoeweFIC90_cholesterol_Constant,0.465402374,8.875807006091109e-05
54,LoeweFIC90_cholesterol_Constant,0.465402374,0.002001568280755794
55,LoeweFIC90_cholesterol_Constant,0.465402374,0.004942048997534482
56,LoeweFIC90_cholesterol_Constant,0.465402374,-0.00032725092626115725
57,LoeweFIC90_cholesterol_Constant,0.465402374,-0.002495952785329213
58,LoeweFIC90_cholesterol_Constant,0.465402374,-0.0017411186719323206
59,LoeweFIC90_cholesterol_Constant,0.465402374,-0.0013366350853311595
60,LoeweFIC90_cholesterol_Constant,0.465402374,0.0009866352728250167
61,LoeweFIC90_cholesterol_Constant,0.465402374,-0.00086663817200288
62,LoeweFIC90_cholesterol_Constant,0.465402374,0.013207771644383451
63,LoeweFIC90_cholesterol_Constant,0.702125724,0.0005704080948069333
64,LoeweFIC90_cholesterol_Constant,0.702125724,-0.006827887476472114
65,LoeweFIC90_cholesterol_Constant,0.702125724,-0.014844599734122004
66,LoeweFIC90_cholesterol_Constant,0.702125724,-0.0012390220708380505
67,LoeweFIC90_cholesterol_Constant,0.702125724,-0.00046786990748895366
68,LoeweFIC90_cholesterol_Constant,0.702125724,-0.0015629786147098555
69,LoeweFIC90_cholesterol_Constant,0.702125724,0.0033085028587811313
70,LoeweFIC90_cholesterol_Constant,0.702125724,-0.0014320243392446069
71,LoeweFIC90_cholesterol_Constant,0.702125724,-0.0011119605109961702
72,LoeweFIC90_cholesterol_Constant,0.702125724,-0.0017983542378954946
73,LoeweFIC90_cholesterol_Constant,0.702125724,-0.0005166886557160793
74,LoeweFIC90_cholesterol_Constant,0.702125724,-0.002462108804265233
75,LoeweFIC90_cholesterol_Constant,0.702125724,-0.0029021759459583966
76,LoeweFIC90_cholesterol_Constant,0.702125724,-0.002824273110023534
77,LoeweFIC90_cholesterol_Constant,0.702125724,-0.00410272793456443
78,LoeweFIC90_cholesterol_Constant,0.702125724,-0.0024793965258909944
79,LoeweFIC90_cholesterol_Constant,0.702125724,-0.0011590041575666023
80,LoeweFIC90_cholesterol_Constant,0.702125724,-0.0004646574700178462
81,LoeweFIC90_cholesterol_Constant,0.702125724,-0.0007244858317133861
82,LoeweFIC90_cholesterol_Constant,0.702125724,-0.002333604820982307
83,LoeweFIC90_cholesterol_Constant,0.702125724,-0.0015386801717160727
84,LoeweFIC90_cholesterol_Constant,0.702125724,-0.0023333512591531772
85,LoeweFIC90_cholesterol_Constant,0.702125724,-0.0012717092967460184
86,LoeweFIC90_cholesterol_Constant,0.333298183,-0.0027918474093066056
87,LoeweFIC90_cholesterol_Constant,0.333298183,0.004394808383556823
88,LoeweFIC90_cholesterol_Constant,0.333298183,0.001596397456871755
89,LoeweFIC90_cholesterol_Constant,0.333298183,0.0010632915655063866
90,LoeweFIC90_cholesterol_Constant,0.333298183,-0.005203834499202617
91,LoeweFIC90_cholesterol_Constant,0.333298183,0.0007099116373265269
92,LoeweFIC90_cholesterol_Constant,0.333298183,-0.0037507331469832338
93,LoeweFIC90_cholesterol_Constant,0.333298183,0.0008845109767584366
94,LoeweFIC90_cholesterol_Constant,0.333298183,-0.0013203159401466895
95,LoeweFIC90_cholesterol_Constant,0.333298183,-0.00022590160635595127
96,LoeweFIC90_cholesterol_Constant,0.333298183,-0.0016252466548199401
97,LoeweFIC90_cholesterol_Constant,0.333298183,0.0009145751516388469
98,LoeweFIC90_cholesterol_Constant,0.333298183,-0.005754795450984944
99,LoeweFIC90_cholesterol_Constant,0.333298183,-0.0002663637106092623
