timepoint,output,mse,mae,r2
3,TP3_MeanHU,2565.384883943625,41.81143330708201,0.5712893289806422
3,TP3_MeanSUV,0.5224462642538004,0.5225763314340462,0.3886362958373468
4,TP4_MeanHU,1236.7526513966206,26.39825941095758,0.8037725984409935
4,TP4_MeanSUV,0.2429596345759217,0.3641375318270202,0.6627717758535061
5,TP5_MeanHU,1279.1643124292723,26.84149516681334,0.8365466713757648
5,TP5_MeanSUV,0.20397501883625405,0.3491211171698697,0.636585318991199
6,TP6_MeanHU,1851.9078646151083,33.617650888733046,0.8270043375016604
6,TP6_MeanSUV,0.4338472918631922,0.44253924559684027,0.37871045439147777
