Drug,Einf_butyrate_Constant,Einf_butyrate_Terminal,Einf_cholesterol_Constant,Einf_cholesterol_Terminal,Einf_dormancy_Constant,Einf_dormancy_Terminal,Einf_5NcasPK,Einf_5NcellPK,Einf_5Nequip,Einf_7HcasPK,Einf_7HcellPK,Einf_7Hequip,Einf_7NcasPK,Einf_7NcellPK,Einf_7Nequip,Einf_butyrateCellPK_Constant,Einf_butyrateCellPK_Terminal,Einf_cholesterolCellPK_Constant,Einf_cholesterolCellPK_Terminal,Einf_dormancyCellPK_Constant,Einf_dormancyCellPK_Terminal,Einf_butyrateCasPK_Constant,Einf_butyrateCasPK_Terminal,Einf_cholesterolCasPK_Constant,Einf_cholesterolCasPK_Terminal,Einf_dormancyCasPK_Constant,Einf_dormancyCasPK_Terminal,AUC50_butyrate_Constant,AUC50_butyrate_Terminal,AUC50_cholesterol_Constant,AUC50_cholesterol_Terminal,AUC50_dormancy_Constant,AUC50_dormancy_Terminal,AUC50_5NcasPK,AUC50_5NcellPK,AUC50_5Nequip,AUC50_7HcasPK,AUC50_7HcellPK,AUC50_7Hequip,AUC50_7NcasPK,AUC50_7NcellPK,AUC50_7Nequip,AUC50_butyrateCellPK_Constant,AUC50_butyrateCellPK_Terminal,AUC50_cholesterolCellPK_Constant,AUC50_cholesterolCellPK_Terminal,AUC50_dormancyCellPK_Constant,AUC50_dormancyCellPK_Terminal,AUC50_butyrateCasPK_Constant,AUC50_butyrateCasPK_Terminal,AUC50_cholesterolCasPK_Constant,AUC50_cholesterolCasPK_Terminal,AUC50_dormancyCasPK_Constant,AUC50_dormancyCasPK_Terminal,GRmax_butyrate_Constant,GRmax_butyrate_Terminal,GRmax_cholesterol_Constant,GRmax_cholesterol_Terminal,GRmax_dormancy_Constant,GRmax_dormancy_Terminal,GRmax_butyrateCellPK_Constant,GRmax_butyrateCellPK_Terminal,GRmax_cholesterolCellPK_Constant,GRmax_cholesterolCellPK_Terminal,GRmax_dormancyCellPK_Constant,GRmax_dormancyCellPK_Terminal,GRmax_butyrateCasPK_Constant,GRmax_butyrateCasPK_Terminal,GRmax_cholesterolCasPK_Constant,GRmax_cholesterolCasPK_Terminal,GRmax_dormancyCasPK_Constant,GRmax_dormancyCasPK_Terminal,FxC50_butyrate_Constant,FxC50_butyrate_Terminal,FxC50_cholesterol_Constant,FxC50_cholesterol_Terminal,FxC50_dormancy_Constant,FxC50_dormancy_Terminal,FxC50_5NcasPK,FxC50_5NcellPK,FxC50_5Nequip,FxC50_7HcasPK,FxC50_7HcellPK,FxC50_7Hequip,FxC50_7NcasPK,FxC50_7NcellPK,FxC50_7Nequip,FxC50_butyrateCellPK_Constant,FxC50_butyrateCellPK_Terminal,FxC50_cholesterolCellPK_Constant,FxC50_cholesterolCellPK_Terminal,FxC50_dormancyCellPK_Constant,FxC50_dormancyCellPK_Terminal,FxC50_butyrateCasPK_Constant,FxC50_butyrateCasPK_Terminal,FxC50_cholesterolCasPK_Constant,FxC50_cholesterolCasPK_Terminal,FxC50_dormancyCasPK_Constant,FxC50_dormancyCasPK_Terminal,FxC90_butyrate_Constant,FxC90_butyrate_Terminal,FxC90_cholesterol_Constant,FxC90_cholesterol_Terminal,FxC90_dormancy_Constant,FxC90_dormancy_Terminal,FxC90_5NcasPK,FxC90_5NcellPK,FxC90_5Nequip,FxC90_7HcasPK,FxC90_7HcellPK,FxC90_7Hequip,FxC90_7NcasPK,FxC90_7NcellPK,FxC90_7Nequip,FxC90_butyrateCellPK_Constant,FxC90_butyrateCellPK_Terminal,FxC90_cholesterolCellPK_Constant,FxC90_cholesterolCellPK_Terminal,FxC90_dormancyCellPK_Constant,FxC90_dormancyCellPK_Terminal,FxC90_butyrateCasPK_Constant,FxC90_butyrateCasPK_Terminal,FxC90_cholesterolCasPK_Constant,FxC90_cholesterolCasPK_Terminal,FxC90_dormancyCasPK_Constant,FxC90_dormancyCasPK_Terminal
EMB+MOX+PZA+RIF,0.9350518038321628,0.9799848306919263,0.9999999999999775,0.9999999999999777,,,0.994344937370831,0.993617879679663,0.9961916351734517,0.99320057389854,0.988287181726144,0.9560611866969023,0.99053036990681,0.987209553393136,0.9999945549771107,,,,,,,,,,,,,0.2105513743840203,0.1721814692426059,0.101341253558112,0.1136974822136515,,,0.124013292458342,0.144216045077227,0.1409496114190768,0.0650664867089429,0.117312429380955,0.06372352124443392,0.117664439773774,0.151905341101448,0.12671311166409,,,,,,,,,,,,,-0.02038310837364576,-0.0314071989111423,-0.9886377705873327,-0.7551060020964867,,,,,,,,,,,,,,,0.9553092679662313,0.7277568745842233,1.393243899689912,1.5923368664727846,,,-0.351325089373205,-2.0,-0.8119368382287585,-0.411839149668315,-0.198639138670284,-1.466556176452273,-0.0792696728628709,0.042712816932276,0.005969980662781492,,,,,,,,,,,,,,,0.04771299766926753,0.433011542493232,,,-0.115270165718232,-0.466713825833917,-0.8238129515136571,-1.4795905904373,-1.25847451697283,-1.5593108138460101,-0.0959673554067478,0.358564584720409,0.0735086290328301,,,,,,,,,,,,
INH,0.8819377701620751,0.9491734027129988,0.99999999930949,0.9999999999999756,0.9746327952307876,0.9998481304872174,0.25,0.25,0.896696718716438,0.25,0.762541421238167,0.955633395505649,0.125,0.0,0.933021697115873,0.89848314075849,0.959170759393526,0.999999999999977,0.973658689771881,0.982819954586496,0.999298268114479,0.886359533932387,0.953212287207745,0.999999999999978,0.999999999999971,0.990058946841314,0.977575546712502,0.13535954420522373,0.1160309139547013,0.1788233078373839,0.1728125086928978,0.1869382515879911,0.22443958341514264,0.0,0.0,0.0654569824409677,0.0,0.107070484431341,0.114997142597014,0.0,0.0,0.111437652713875,0.165150581426528,0.121085825613093,0.186624126218838,0.107142087384922,0.14646498315751,0.085151349002781,0.145752944130645,0.114977831964612,0.0941760011815098,0.159014144718236,0.162268837782205,0.125596358051102,0.03565306043926608,0.005007033530219918,-0.8006604150585843,-0.709490933328699,0.27172470544542837,0.17913210800640256,-0.014723661857623,-0.04340359196687,-1.15454373167019,-0.949123358471355,0.218263506019833,-0.105276253991439,0.0436734048235401,0.00991134622904799,-1.23390780670284,-0.985974176940706,0.166756775106855,0.285547563260942,,,,,,,,-1.71402001853987,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,
INH+PZA,0.9105851971510781,0.9415018578634022,0.9999999999998728,0.9999999999999778,0.981924424824238,0.9999999999999657,0.993272104580215,0.966393655930611,0.983096599092551,0.0,0.797512331297858,0.948663412835701,0.545266716249034,0.816094830725236,0.999999983953844,0.906942200372566,0.958025076733678,0.999999999999978,0.999999999999978,0.997891856652702,0.980432451682339,0.907298430136388,0.954981785374897,0.999999999999977,0.999999999999977,0.999092004456481,0.986534029573951,0.15040645511385345,0.10018285546097,0.1901039481977678,0.172467136801689,0.19233473116793634,0.1301180695817549,0.179830203706099,0.0640947098241761,0.0657904192886312,0.0,0.0696578700608015,0.225173629107159,0.0763504687434649,0.0696966695017847,0.212031362439404,0.185637111155397,0.151101897409846,0.113332062716436,0.151207526034388,0.160714271703892,0.0823203556674686,0.169436479335797,0.116959086279993,0.130298260539514,0.132692868845242,0.241915534539,0.0635438091587004,-0.02166902538029691,0.004339486653294036,-0.5718322547471149,-0.4857461763849833,0.27364131303725814,0.5059715396985247,-0.00919769051185726,-0.0224680993556986,-1.16882836879062,-0.957179900633543,-0.115447428431063,0.0267135935348048,0.00391348499404498,-0.012123894657145,-1.28373960111619,-1.12626340464709,0.141794313934502,0.190118202438944,0.13769229477200545,0.3963352341556933,0.4612306586323863,0.361231352613117,,,-9.03448233848558,-1.25346581317206,-2.96474743739548,1.0,-2.50538723007113,-0.419451172030629,-1.06156986525719,-1.47036711931633,0.594667622688845,0.00375425864129468,-0.530105507952911,-0.0517592575686775,0.0480174320761576,-0.251663484891854,,-0.255164529649367,-0.0714997568628015,0.560939167421693,0.409665971236001,-0.946697437018918,,,,-0.5322831793228707,0.0669127974289118,,,-2.0,-2.0,-0.215214925538009,2.0,2.0,0.108537364828396,2.0,2.0,-0.796856774711503,,-0.0162277486254601,,0.281158358911592,,,,,0.579770672540875,0.570383534904061,,
LIN,0.8795782357615243,0.9411692541735779,0.9999999999999366,0.9999999999998171,0.9898773644255677,0.9959738626350435,0.571945287878906,0.799138124064903,0.4109726439394532,0.89601438620182,0.899062021458417,0.8847445224054066,0.25,0.25,0.4991289198606272,0.891455049949553,0.95611488750657,0.999999999999977,0.99999999999986,0.992843783999428,0.992912402452989,0.888189787383793,0.95278965653767,0.999999999999977,0.999999999999977,0.991478536961827,0.986817458776266,0.2617022854708957,0.196008396530056,0.2446717476003724,0.2652782915802881,0.08888239234101136,0.1084642189165304,0.0655589548738467,0.108177105232823,0.03499980984368426,0.0678320346224409,0.0644745992705266,0.06441157072121623,0.0,0.0,0.03643893176906552,0.284331588588318,0.221978106829569,0.24320049091454,0.286148713979824,0.129524526594119,0.0721839408739413,0.276683196046643,0.211175787986892,0.208834408136907,0.267857854354168,0.146154811753415,0.0687595094185086,0.08590778487040795,0.05021323295563407,-0.903703185556607,-0.6634213330322231,0.1182624159032343,0.05205908724482788,-0.0347788559605567,-0.0600190750687445,-1.03252586926157,-0.977776626584431,0.0436460769658589,0.00138243900350288,-0.021465495580472,-0.0568614433397453,-1.25542056536312,-1.02927694622419,0.11338094272104,0.182453771031714,,,,,,,,-1.07041330450808,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,
LIN+PRE,0.9167475045654252,0.9520058863098588,0.9716824145200202,0.9711622804629325,0.9811893131688123,0.9583661827744623,0.99881406753367,0.998006554717016,0.9973075032386018,0.986976900050009,0.992818067307209,0.9983621851063986,0.992460996744557,0.999999879007914,0.9973104710560475,0.92139294843736,0.961117524627219,0.897612359550584,0.951822524565007,0.987801560389405,0.989491891987784,0.931908846845861,0.960680491558664,0.972601979788883,0.987500000000556,0.999999999999978,0.995775532674349,0.2658979159400311,0.1813720039246002,0.19413245551418246,0.26172694095521465,0.06311703199071927,0.06657728835510242,0.0619879742726262,0.0622578162350018,0.15956126951307625,0.0789313996589197,0.075061090850128,0.07983912255993925,0.0850157137073873,0.0893907775525187,0.08221030418508511,0.271871896874697,0.203908724543462,0.150326781396964,0.106492424707228,0.0895336467526322,0.0655966241731704,0.281916628479328,0.196777749288054,0.090557470951551,0.0645494721719033,0.248832896883206,0.0691355616802253,0.01341423229352734,0.003183201016699888,-0.2934452057127521,-0.0011760238635901699,0.2898564211233894,0.3472471267395316,-0.0524955713913633,-0.0585617469288602,-0.4635615445855,0.185265916281718,0.042998833695792,0.00747865611366461,-0.122509026995374,-0.117018512724156,-0.328926975107845,-0.366576546780309,-0.0323673003143077,0.12385049480441,0.4276535462295554,0.20556660104092547,0.05821166360405247,-0.10349296021407665,0.6360480038622105,0.5727118121039778,0.735919469159331,-1.0128313931284,-1.7048838852993682,-0.990180091080912,-1.32042087249096,-1.056625775160349,1.3430589708793,0.0611353579629296,0.01997282065830925,0.487607432250532,0.421355716658375,-0.440838896714778,0.16301228161444,1.46914082219563,0.464593369913668,-0.0231308542606416,0.184812480043297,-0.344984470093612,0.269907624328036,0.724198897821639,0.851520407165964,,0.33596466369209044,-0.6069675098003402,0.702878236463844,0.42626735148621936,-0.032431354308426884,0.653755977235866,-1.28765950072902,-0.04746513723661311,-1.30595843381877,-1.64324092217785,-1.2180011722080466,0.957550294021053,-0.379290595735004,-0.035534181679825326,0.505627374557904,0.609281785560155,-0.206665645425096,-0.896112748624972,0.20310907408696,0.13615911630039,0.16361194891106,0.312298945754983,-1.03833632420808,-0.962794049668924,0.807569108279688,0.817308514440967
MOX,0.8841603693017854,0.9489796197626444,0.9985618712345035,0.9999999999999775,0.9785806315403693,0.9961851760784681,0.984244449496315,0.984319441277557,0.9880752318139638,0.991185406781781,0.996402652325506,0.99870471394619,0.971338395235102,0.979072549082176,0.9332057780320994,0.872039089673564,0.948596203606096,0.999999999999977,0.999999999999977,0.986185264032623,0.987500002618831,0.892643238744124,0.949941814167167,0.999999999999977,0.999999999999976,0.993539196396015,0.986253766893495,0.2200800674384769,0.15669231494594138,0.21004568336741794,0.1725789665723526,0.1772830579791023,0.1767679267820338,0.112534452511625,0.111328223410587,0.062790610829385,0.0711955459290537,0.172004819831711,0.06470642729167515,0.111778366603988,0.121137085968363,0.0638316920720389,0.23496505715056,0.154407037582676,0.20576883602216,0.202003295435646,0.212162299747024,0.119816385662873,0.247181813991952,0.1636857535192,0.250023647570862,0.192714787801181,0.227513357115984,0.145342029633408,0.08542372329047465,0.034701342796698564,-0.5940787101038634,-0.7020746494976713,0.22989192162755712,0.1771587347920294,0.0480984592596657,0.00274229919100333,-1.23037907146563,-1.08826464385514,0.132602583169203,0.164617747931053,0.0301015381746905,-0.000935705798850994,-1.23390780670284,-0.984727515322818,0.0784482775237376,0.0381170429927868,,,,,,,,-0.736784597441818,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,
MOX+RIF,0.9174905264950207,0.9581510419858275,0.9488057324828147,0.9999999999999775,0.9961613051881053,0.9982806277281384,0.999999999999907,0.99999995719318,0.995042142106414,0.995718123353896,0.996116666586416,0.9992305426312599,0.993926408494644,0.995130383959391,0.9872286051212166,0.864162664383422,0.950585771233176,0.999999999999977,0.998315992669249,0.995243230800295,0.982061911372106,0.863234570154048,0.945311315615627,0.999999999999978,0.999999999999978,0.99884117423808,0.988491096882348,0.2556950663318882,0.2292943542395697,0.1866387718284397,0.1892454036601827,0.1633590507087751,0.1497578556256986,0.357506775500668,0.239819957556225,0.2306093302557372,0.242674172211569,0.0620538048098995,0.12180819032342123,0.155080189254772,0.223039916688191,0.07512604810284251,0.234716518304364,0.210241463775086,0.195047868856876,0.14393573728097,0.23160312013974,0.082868390624899,0.214625886141963,0.168855150898846,0.148120005988891,0.0764878357306432,0.230802565380058,0.090852521540078,0.02739116069306813,0.01096562341763208,-0.4208056259026519,-0.4720613283730498,0.2136245558098206,0.13535832777140308,0.0631590926898449,0.0230144213648114,-1.18093667173172,-0.95124017900141,0.0141101746793244,0.0863006758838432,0.103731509749249,0.0503311289801982,-1.36433592029545,-1.17901718511728,0.0193635528555598,-0.0500505772782387,0.6825511977360827,0.4279258281244616,0.5418587785002847,0.5190551927532226,0.12542312255551635,0.8148652432795053,-4.35128225295455,-0.284940719111788,-1.636272349092604,-2.34667532895606,-0.587994740936127,-0.1396748802889893,-1.37460075388828,-2.15228306093569,-0.17156891029217347,0.788469350237396,0.503534097003552,0.282487044117769,0.392273491015736,1.11200629209885,1.19066498506245,1.03913766820243,0.56439639004052,0.347299137635867,0.376063203479127,0.345075954994323,0.47842905075703,0.07792293458283349,0.6412156069577055,0.056789380289228635,0.45632784518971564,0.05496946759748505,0.23982300458349864,-2.36714695132369,0.656881684192897,-0.30453559986789847,-2.01918822147773,-1.37501257293856,0.08008686256170797,-1.25274740133264,-1.36299421356535,0.7173171238094223,,0.312470411005947,0.565326052081227,-0.212797874816297,0.893800972937611,1.06548584571304,,0.112647856861788,-0.047418834536158,0.212639417427794,0.647277548021255,0.255120842724933
PRE,0.9307291478238721,0.9735701047584542,0.9580299860973481,0.9902970627399477,0.9897515744560186,0.9965278005072752,0.981255235534893,0.981726048225854,0.9821968609168141,0.988026534976827,0.991590086907476,0.9888902489952156,0.975879782876071,0.977649223484561,0.9877328380232091,0.904157247798579,0.963254172692614,0.930270861964853,0.932571357589808,0.997564386014061,0.991484528429586,0.910847582558059,0.965919869564958,0.86985302633256,0.965951312301761,0.998766426129227,0.987164165922757,0.247583102036223,0.18255655920898656,0.142139028285191,0.1160892794583598,0.09136057443770959,0.1728624581437065,0.0624299921387374,0.072251292138812,0.062429992138737386,0.0717598801850919,0.0830235116714203,0.0670277200969693,0.0752927196045835,0.0985652656343419,0.12056101656021985,0.251977275524283,0.17050199769866,0.0639251704678497,0.0645106778631709,0.254935520695796,0.069872423870539,0.241689956865073,0.189352827040727,0.111764496352741,0.0651155615477886,0.243613178337378,0.164536740773804,-0.03559649885222926,-0.06355104517546512,-0.4090936442652711,-0.1252599574912796,0.12492863794461476,0.07926166961244485,-0.0565482347457757,-0.0777543968163428,-0.346489166587569,-0.0803339001078088,0.120204862361865,0.235095002010336,-0.0438677197975653,-0.0749470678880368,0.0145849476396454,-0.206170705141476,0.100917016324749,0.126371419200842,,,,,,,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,
PZA,0.6840767219451938,0.7442548593991515,0.9411325904968113,0.9955247955022637,0.4734948726386646,0.5558792187200575,0.25,0.689081413251027,0.25,0.25,0.324539571926332,0.25,0.65673563493727,0.595891265819625,0.25,0.722044969725413,0.854022446323899,0.757954544822622,0.999999999721091,0.550816569080321,0.152499265896428,0.745795435413769,0.680299095322429,0.914881250271808,0.993750000002668,0.476517979825517,0.208003711914655,0.1980121134601071,0.14018526398472442,0.2229947946254364,0.1840171933868739,0.3269136409473256,0.1822514645591672,0.0,0.0668205979225795,0.0,0.0,0.0391657756503688,0.0,0.0741673792381468,0.0694050202351133,0.0,0.248340378234324,0.156827993189595,0.199535153599445,0.198855089147873,0.425143784201733,,0.238232577635342,0.1745270938001,0.297398528263509,0.224614433551137,0.424381513452494,,0.5534056908121822,0.7587775828825067,-0.44780610203450055,-0.6673882060804355,0.8997076389848659,0.820397771013639,0.400257884862951,0.57666275507431,-0.147694606746188,-0.891163283711072,0.84333438271145,0.987841727048995,0.392199877025338,0.577039299359462,-0.222914179306031,-0.95861682126898,0.867834871742867,1.00197921402517,,,,,,,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,
PZA+RIF,0.8866398073966696,0.9465626036463344,0.9295632197542888,0.9999999999999774,0.9754158448189789,0.9941894427703412,0.990647456475292,0.995336278009594,0.997946200950138,0.992671495356531,0.988084946096152,0.997877540758666,0.999999999997299,0.998566332066749,0.988493491950944,0.903077592809809,0.956541708044809,0.999999999999978,0.999999999999978,0.996222206885158,0.985579798963399,0.898503927097476,0.957261695683904,0.999999999999978,0.999999999999977,0.995331088976791,0.991079737451645,0.2294635729189133,0.2399065556789157,0.09839987161679972,0.1586667553527751,0.17622224998080976,0.06289089878276238,0.151707946524301,0.260063568371335,0.181289350586263,0.257451793130221,0.0842847655689372,0.0625823669043533,0.19564908451081,0.0757116365903612,0.111367781757505,0.303413132781996,0.269067702732322,0.112475184556432,0.133942235689147,0.209710496549663,0.106021422800409,0.298380406444282,0.260683337640979,0.107515716544965,0.0619119641829572,0.223753689054479,0.125407459098794,0.1059934718715398,0.1219954047180292,-0.3713484844302701,-0.5286140262174659,0.3034091365697805,0.5270739911234148,0.0199587528832004,0.00176747704460678,-1.15469473462248,-0.957022900932564,0.15209118393419,0.159896340124409,0.0388878612585675,0.00108117651913431,-1.28170301037862,-1.1547875456242,0.0195564976585403,0.0329792231818977,0.687669617434949,,0.7553429291912673,1.025796454270833,,,-2.64386925344506,,-1.62012688136293,-5.25995499012576,-3.6127315014713,-0.939772939642944,-1.05560554598579,-0.404102732844577,-1.21792888090559,0.198813953828035,-0.485917851705035,0.338048997129814,0.690065917745521,-0.0946051920925919,,0.605021691054127,0.734358675468503,0.23193223211557,0.296789623505245,0.00101987520187985,,,,-0.7597562916449656,0.28560855000988516,,,-0.884981572580275,-0.818132240615589,-0.60366010223957,-2.0,-2.0,-1.31659869225897,-2.08172197421191,-2.13462612786326,-2.29128626875452,,-0.177960723351114,,0.354618570158769,,,,,-0.072675206393797,-0.45428402637517,,
QBS,0.8412931095353167,0.9250916227017584,0.942924901883152,0.9999999999999775,0.9154514345874142,0.978329674859199,0.98696229894502,0.957957449348034,0.993350423346056,0.629293657391374,0.999999991962826,0.992957711732747,0.86028359568102,0.86028359568102,0.916962036376987,0.84852377278344,0.939542092477805,,0.984797950805805,0.980964807644516,0.97292957463962,0.867799416281328,0.942099989308685,,0.997268002927175,0.969742146861179,0.978913583979392,0.1197507085731462,0.08191818621971089,0.1167773083479028,0.1193966094964527,0.21150365641231295,0.22371523610245814,0.0627550332012072,0.0672322363114778,0.124511142038919,0.0652556126506946,0.205654352414445,0.152952601357349,0.062346046361187,0.0619294377116374,0.0659286421260457,0.166714026010912,0.097280761306982,,0.0663948490743425,0.254851952406165,0.102131224440761,0.32965005023825,0.182464250470027,,0.0697646807695402,0.246563800168968,0.0907532989636902,0.1212276734062478,0.1104906290032897,-0.4870875031953436,-0.750836552629166,0.49920345419326895,0.32157043044049427,0.117811156354161,0.0632028882432802,,-1.11840482783182,0.264915670357039,0.259524256277421,0.0753117606674376,0.00637559192466286,,-0.848118702467638,0.264907485457704,0.0685472600142978,,,,,,,,0.137397937754764,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,
RIF,0.8530243859381439,0.9255739663486654,0.9779129849795586,0.9999999999999775,0.9820516154850412,0.9936958008090816,0.985033697846938,0.981279338856449,0.96679126705743,0.995488723012723,0.999999999891152,0.993643996463697,0.976687471559704,0.986400389031184,0.991633635748836,0.879849693946223,0.953508057536444,0.999999999999977,0.999999999746483,0.990084091928463,0.975101004372009,0.876479078936747,0.944709132457744,0.999999999999978,0.999999999999977,0.990740768032173,0.985422353776198,0.28099257057555027,0.21931753584194125,0.1477327189463782,0.1610797720560748,0.1609372388625463,0.1878224546669299,0.208894722305722,0.110901389686798,0.0723199678654533,0.165732881374221,0.189873367958447,0.133450744053709,0.166201487301042,0.210243721922525,0.190890016970126,0.2768605818139,0.260870976845071,0.134829677243321,0.194933453030888,0.258773863280411,0.114171253664026,0.29218346701608,0.246759989429467,0.116512575495529,0.160654727032276,0.189304964523747,0.0717748866251497,0.14906250660726938,0.09528630545807082,-0.7206235994618121,-0.7163002611800902,0.2322596876719296,0.1600687335123951,0.0588035235512435,0.017163056983575,-1.19519963241277,-0.989726867503262,0.175644975099361,0.108019713781791,0.0915486419816433,0.0345821951047097,-1.12531790084341,-0.986903389009073,0.174448065103525,0.219334222384467,,,,,,,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,
