Compound,MarmID,Lesion,TP1_MeanHU,TP2_MeanHU,TP3_MeanHU,TP4_MeanHU,TP5_MeanHU,TP6_MeanHU,TP1_MedianHU,TP2_MedianHU,TP3_MedianHU,TP4_MedianHU,TP5_MedianHU,TP6_MedianHU,TP1_StandDevHU,TP2_StandDevHU,TP3_StandDevHU,TP4_StandDevHU,TP5_StandDevHU,TP6_StandDevHU,TP1_MeanSUV,TP2_MeanSUV,TP3_MeanSUV,TP4_MeanSUV,TP5_MeanSUV,TP6_MeanSUV,TP1_MedianSUV,TP2_MedianSUV,TP3_MedianSUV,TP4_MedianSUV,TP5_MedianSUV,TP6_MedianSUV,TP1_StandDevSUV,TP2_StandDevSUV,TP3_StandDevSUV,TP4_StandDevSUV,TP5_StandDevSUV,TP6_StandDevSUV,TP1_MaxSUV,TP2_MaxSUV,TP3_MaxSUV,TP4_MaxSUV,TP5_MaxSUV,TP6_MaxSUV,TP1_HighSUV,TP2_HighSUV,TP3_HighSUV,TP4_HighSUV,TP5_HighSUV,TP6_HighSUV,TP1_VOLMORE1p5_SUV,TP2_VOLMORE1p5_SUV,TP3_VOLMORE1p5_SUV,TP4_VOLMORE1p5_SUV,TP5_VOLMORE1p5_SUV,TP6_VOLMORE1p5_SUV,TP1_VOLMORE2_SUV,TP2_VOLMORE2_SUV,TP3_VOLMORE2_SUV,TP4_VOLMORE2_SUV,TP5_VOLMORE2_SUV,TP6_VOLMORE2_SUV,TP1_TLG_SUV,TP2_TLG_SUV,TP3_TLG_SUV,TP4_TLG_SUV,TP5_TLG_SUV,TP6_TLG_SUV,TP1_TLG_HardPlusSoft_SUV,TP2_TLG_HardPlusSoft_SUV,TP3_TLG_HardPlusSoft_SUV,TP4_TLG_HardPlusSoft_SUV,TP5_TLG_HardPlusSoft_SUV,TP6_TLG_HardPlusSoft_SUV,TP1_TLG_HardPlusSoft_SublesionDivMuscleTLG,TP2_TLG_HardPlusSoft_SublesionDivMuscleTLG,TP3_TLG_HardPlusSoft_SublesionDivMuscleTLG,TP4_TLG_HardPlusSoft_SublesionDivMuscleTLG,TP5_TLG_HardPlusSoft_SublesionDivMuscleTLG,TP6_TLG_HardPlusSoft_SublesionDivMuscleTLG,TP1_SoftVol,TP2_SoftVol,TP3_SoftVol,TP4_SoftVol,TP5_SoftVol,TP6_SoftVol,TP1_HardVol,TP2_HardVol,TP3_HardVol,TP4_HardVol,TP5_HardVol,TP6_HardVol,TP1_log10CFU,TP2_log10CFU,TP3_log10CFU,TP4_log10CFU,TP5_log10CFU,TP6_log10CFU,TP1_LesionType,TP2_LesionType,TP3_LesionType,TP4_LesionType,TP5_LesionType,TP6_LesionType,TP1_FinalLesionType,TP2_FinalLesionType,TP3_FinalLesionType,TP4_FinalLesionType,TP5_FinalLesionType,TP6_FinalLesionType,TP1_Consolidate,TP2_Consolidate,TP3_Consolidate,TP4_Consolidate,TP5_Consolidate,TP6_Consolidate,TP1_Contour,TP2_Contour,TP3_Contour,TP4_Contour,TP5_Contour,TP6_Contour
LZD+PMD,BP14,44,-318.57,-199.54,-270.83,-311.95,-384.85,-386.32,-321.0,-149.0,-262.0,-317.0,-390.0,-397.0,128.89,149.08,141.32,147.53,166.09,115.31,0.89,1.08,0.81,0.4,0.47,0.53,0.89,1.05,0.81,0.39,0.47,0.53,0.1,0.24,0.12,0.06,0.03,0.06,1.2,1.67,1.11,0.64,0.54,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.02,0.01,0.01,0.01,0.03,0.02,0.02,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.02,0.01,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lesion 44 Day 034 AA,Lesion 44 Day 047 AA,Lesion 44 Day 060 AA,Lesion 44 Day 074 AA,Lesion 44 Day 088 AA,Lesion 44 Day 101 AA
LZD+PMD,BP14,47,-351.35,-286.96,-342.25,-378.64,-518.68,-488.51,-359.0,-275.0,-344.0,-389.0,-546.0,-496.0,108.0,161.63,126.73,131.38,141.47,105.88,0.82,0.94,0.7,0.36,0.42,0.41,0.8,0.88,0.68,0.34,0.42,0.4,0.11,0.22,0.11,0.06,0.02,0.03,1.19,1.44,0.96,0.51,0.51,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.01,0.0,0.0,0.0,0.01,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lesion 47 Day 034 AA,Lesion 47 Day 047 AA,Lesion 47 Day 060 AA,Lesion 47 Day 074 AA,Lesion 47 Day 088 AA,Lesion 47 Day 101 AA
LZD+PMD,BP14,50,-296.38,-203.37,-293.84,-305.89,-302.12,-381.98,-303.0,-162.0,-291.0,-304.0,-282.0,-384.0,142.32,150.12,142.4,157.54,160.02,136.53,0.73,0.94,0.83,0.41,0.48,0.48,0.69,0.86,0.81,0.36,0.46,0.48,0.16,0.38,0.22,0.13,0.08,0.07,1.35,1.73,1.3,0.84,0.67,0.62,0.0,0.01,0.0,0.0,0.0,0.0,0,0.01,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.06,0.04,0.02,0.01,0.01,0.03,0.05,0.04,0.01,0.01,0.01,0.0,0.005780346820809249,0.0,0.0,0.0,0.0,0.04,0.04,0.04,0.03,0.02,0.02,0.01,0.02,0.01,0.0,0.0,0.0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lesion 50 Day 034 AA,Lesion 50 Day 047 AA,Lesion 50 Day 060 AA,Lesion 50 Day 074 AA,Lesion 50 Day 088 AA,Lesion 50 Day 101 AA
LZD+PMD,BP14,51,-469.41,-335.6,-411.48,-414.18,-464.24,-581.66,-464.0,-343.0,-411.0,-421.0,-475.0,-586.0,87.06,148.56,109.53,115.83,130.74,88.77,0.63,0.64,0.69,0.37,0.42,0.5,0.62,0.63,0.7,0.36,0.42,0.49,0.03,0.08,0.06,0.03,0.02,0.03,0.76,0.93,0.86,0.47,0.49,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lesion 51 Day 034 AA,Lesion 51 Day 047 AA,Lesion 51 Day 060 AA,Lesion 51 Day 074 AA,Lesion 51 Day 088 AA,Lesion 51 Day 101 AA
LZD+PMD,BP17,4,-486.47,-463.93,-564.52,-629.05,-671.68,-688.83,-488.0,-471.0,-566.0,-649.0,-674.0,-694.0,99.67,105.85,102.67,89.72,71.83,63.07,0.67,0.56,0.54,0.45,0.45,0.53,0.66,0.56,0.54,0.44,0.44,0.52,0.05,0.03,0.03,0.04,0.02,0.05,0.84,0.67,0.64,0.56,0.55,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.6020599913279624,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lesion 04 Day 034 AA,Lesion 04 Day 047 AA,Lesion 04 Day 060 AA,Lesion 04 Day 074 AA,Lesion 04 Day 088 AA,Lesion 04 Day 102 AA
LZD+PMD,BP17,12,-376.53,-233.75,-249.9,-393.43,-423.34,-383.52,-405.0,-223.0,-255.0,-404.0,-431.0,-396.0,151.55,167.74,175.87,180.25,119.03,115.42,0.92,1.08,0.74,0.71,0.65,0.59,0.89,1.03,0.73,0.7,0.64,0.58,0.14,0.15,0.05,0.09,0.05,0.03,1.35,1.6,0.9,0.98,0.79,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lesion 12 Day 034 AA,Lesion 12 Day 047 AA,Lesion 12 Day 060 AA,Lesion 12 Day 074 AA,Lesion 12 Day 088 AA,Lesion 12 Day 102 AA
LZD+PMD,BP17,18,-505.9,-281.09,-359.48,-472.34,-629.8,-636.2,-512.0,-287.0,-375.0,-521.0,-629.0,-648.0,118.64,146.21,124.91,169.18,68.52,73.55,0.64,0.79,0.58,0.45,0.43,0.38,0.63,0.77,0.58,0.45,0.43,0.38,0.04,0.1,0.04,0.03,0.03,0.02,0.74,1.09,0.67,0.54,0.51,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lesion 18 Day 034 AA,Lesion 18 Day 047 AA,Lesion 18 Day 060 AA,Lesion 18 Day 074 AA,Lesion 18 Day 088 AA,Lesion 18 Day 102 AA
LZD+PMD,BP17,26,-527.46,-270.64,-503.17,-521.79,-618.83,-697.01,-531.0,-266.0,-504.0,-506.0,-621.0,-700.0,85.84,139.36,84.99,80.09,71.94,47.66,0.72,1.07,0.69,0.44,0.58,0.41,0.71,1.06,0.7,0.43,0.57,0.4,0.07,0.13,0.1,0.06,0.08,0.05,0.92,1.44,0.93,0.6,0.74,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lesion 26 Day 034 AA,Lesion 26 Day 047 AA,Lesion 26 Day 060 AA,Lesion 26 Day 074 AA,Lesion 26 Day 088 AA,Lesion 26 Day 102 AA
LZD+PMD,BP17,29,-462.42,-397.21,-500.18,-536.25,-603.86,-554.44,-477.0,-410.0,-498.0,-541.0,-602.0,-557.0,123.44,89.46,86.6,85.12,65.15,69.22,0.68,0.8,0.55,0.31,0.33,0.3,0.68,0.78,0.54,0.31,0.33,0.3,0.04,0.12,0.08,0.01,0.02,0.02,0.8,1.2,0.76,0.36,0.38,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lesion 29 Day 034 AA,Lesion 29 Day 047 AA,Lesion 29 Day 060 AA,Lesion 29 Day 074 AA,Lesion 29 Day 088 AA,Lesion 29 Day 102 AA
PZA+RIF,BP20,7,-393.01,-392.57,-548.28,-604.62,-562.8,-666.54,-400.0,-411.0,-561.0,-605.0,-572.0,-679.0,75.92,86.27,79.68,72.32,65.93,52.01,0.65,0.45,0.5,0.41,0.47,0.46,0.65,0.44,0.49,0.4,0.47,0.46,0.08,0.02,0.04,0.03,0.05,0.05,0.87,0.48,0.6,0.52,0.59,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lesion 07 Day 034 AA,Lesion 07 Day 045 AA,Lesion 07 Day 061 AA,Lesion 07 Day 073 AA,Lesion 07 Day 087 AA,Lesion 07 Day 101 AA
PZA+RIF,BP20,8,-438.49,-245.94,-211.57,-250.48,-373.87,-388.53,-447.0,-237.0,-193.0,-237.0,-374.0,-398.0,98.34,122.65,139.24,159.08,91.72,89.36,0.49,1.56,0.64,0.39,0.4,0.34,0.49,1.49,0.62,0.39,0.4,0.34,0.03,0.71,0.1,0.03,0.03,0.02,0.6,3.02,0.97,0.46,0.46,0.37,0.0,0.01,0.0,0.0,0.0,0.0,0,0.01,0,0,0,0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.04,0.01,0.01,0.0,0.0,0.01,0.04,0.01,0.01,0.0,0.0,0.0,0.0033112582781456954,0.0,0.0,0.0,0.0,0.01,0.02,0.01,0.02,0.01,0.01,0.0,0.01,0.01,0.01,0.0,0.0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lesion 08 Day 034 AA,Lesion 08 Day 045 AA,Lesion 08 Day 061 AA,Lesion 08 Day 073 AA,Lesion 08 Day 087 AA,Lesion 08 Day 101 AA
PZA+RIF,BP20,12,-415.07,-334.91,-343.75,-452.07,-331.5,-401.58,-438.0,-350.0,-361.0,-484.0,-331.0,-412.0,73.03,128.4,125.68,169.55,110.72,69.64,0.4,1.1,0.42,0.23,0.24,0.19,0.39,1.03,0.41,0.23,0.24,0.19,0.01,0.39,0.03,0.01,0.01,0.01,0.43,1.95,0.52,0.27,0.27,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.0,0.0,0.0,0.0,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lesion 12 Day 034 AA,Lesion 12 Day 045 AA,Lesion 12 Day 061 AA,Lesion 12 Day 073 AA,Lesion 12 Day 087 AA,Lesion 12 Day 101 AA
PZA+RIF,BP29,10,-202.01,-224.01,-274.43,-331.62,-349.86,-222.05,-179.0,-220.0,-266.0,-345.0,-376.0,-207.0,157.21,131.46,112.99,120.32,136.18,168.2,0.41,0.76,0.44,0.6,0.9,1.05,0.41,0.74,0.44,0.59,0.89,1.02,0.05,0.12,0.01,0.07,0.1,0.18,0.57,1.03,0.48,0.75,1.21,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.0,0.01,0.02,0.01,0.02,0.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.01,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lesion 10 Day 034 AA,Lesion 10 Day 045 AA,Lesion 10 Day 061 AA,Lesion 10 Day 073 AA,Lesion 10 Day 087 AA,Lesion 10 Day 101 AA
PZA+RIF,BP29,15,-412.33,-44.3,-336.0,-387.59,-382.45,-375.5,-413.0,-35.0,-367.0,-405.0,-407.0,-383.0,50.16,87.88,117.79,149.58,100.45,91.99,2.03,2.26,0.31,0.62,0.93,0.77,1.81,1.88,0.29,0.59,0.88,0.76,0.75,0.86,0.04,0.07,0.2,0.1,3.77,4.68,0.44,0.77,1.6,1.02,0.0,0.02,0.0,0.0,0.0,0.0,0,0.02,0,0,0,0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.05,0.0,0.0,0.0,0.0,0.01,0.05,0.0,0.0,0.0,0.0,0.0,0.0032154340836012866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lesion 15 Day 034 AA,Lesion 15 Day 045 AA,Lesion 15 Day 061 AA,Lesion 15 Day 073 AA,Lesion 15 Day 087 AA,Lesion 15 Day 101 AA
PZA+RIF,BP35,4,-218.52,-191.15,-318.55,-352.45,-354.97,-499.75,-223.0,-198.0,-324.0,-375.0,-363.0,-503.0,126.72,166.08,143.75,178.76,124.4,102.87,0.68,1.26,0.66,0.8,0.93,0.74,0.68,1.23,0.65,0.76,0.9,0.75,0.07,0.23,0.07,0.12,0.14,0.09,0.84,1.83,0.89,1.1,1.47,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lesion 04 Day 033 AA,Lesion 04 Day 046 AA,Lesion 04 Day 060 AA,Lesion 04 Day 074 AA,Lesion 04 Day 088 AA,Lesion 04 Day 102 AA
PZA+RIF,BP35,15,-301.77,-307.52,-368.51,-328.7,-368.6,-349.53,-308.0,-312.0,-378.0,-331.0,-369.0,-359.0,99.69,126.85,102.06,116.38,84.16,120.62,0.57,1.29,1.01,0.51,0.58,0.44,0.56,1.15,0.8,0.49,0.55,0.43,0.07,0.37,0.4,0.07,0.07,0.02,0.7,2.67,2.49,0.76,0.77,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lesion 15 Day 033 AA,Lesion 15 Day 046 AA,Lesion 15 Day 060 AA,Lesion 15 Day 074 AA,Lesion 15 Day 088 AA,Lesion 15 Day 102 AA
PZA+RIF,BP35,16,-398.84,-361.29,-399.06,-369.05,-536.03,-553.68,-404.0,-388.0,-415.0,-380.0,-530.0,-569.0,78.53,120.76,79.89,114.9,74.28,84.49,0.28,0.56,0.43,0.31,0.35,0.33,0.28,0.52,0.43,0.3,0.34,0.33,0.02,0.11,0.01,0.02,0.02,0.01,0.33,0.93,0.47,0.37,0.39,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lesion 16 Day 033 AA,Lesion 16 Day 046 AA,Lesion 16 Day 060 AA,Lesion 16 Day 074 AA,Lesion 16 Day 088 AA,Lesion 16 Day 102 AA
OPC,BQ02,23,-593.8,-231.59,-268.28,-280.56,-248.6,-186.73,-594.0,-188.0,-266.0,-278.0,-234.0,-155.0,119.13,217.12,153.15,139.99,156.98,147.54,0.36,0.54,0.93,0.4,0.57,0.31,0.37,0.53,0.9,0.4,0.55,0.29,0.04,0.1,0.17,0.07,0.11,0.05,0.46,0.81,1.31,0.6,0.94,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.02,0.03,0.02,0.0,0.02,0.03,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.03,0.03,0.04,0.0,0.02,0.01,0.01,0.02,0.04,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lesion 23 Day 033 AA,Lesion 23 Day 054 AA,Lesion 23 Day 066 AA,Lesion 23 Day 080 AA,Lesion 23 Day 096 AA,Lesion 23 Day 108 AA
BDQ+LZD+PMD,BQ42,9,-313.14,-198.14,-210.74,-323.09,-350.93,-543.39,-330.0,-155.0,-184.0,-339.0,-364.0,-559.0,164.78,182.31,181.66,207.21,101.09,123.33,0.76,1.81,0.89,0.88,0.63,0.82,0.75,1.7,0.81,0.87,0.62,0.81,0.08,0.5,0.25,0.08,0.03,0.05,1.06,3.65,1.73,1.1,0.7,0.98,0.0,0.01,0.0,0.0,0.0,0.0,0,0.01,0,0,0,0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.04,0.01,0.01,0.0,0.0,0.04,0.03,0.01,0.01,0.0,0.03,0.0,0.0027397260273972603,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lesion 09 Day 032 AA,Lesion 09 Day 032 AA,Lesion 09 Day 032 AA,Lesion 09 Day 032 AA,Lesion 09 Day 032 AA,Lesion 09 Day 032 AA
BDQ+LZD+PMD,BQ42,13,-516.86,-185.9,-216.08,-299.11,-528.91,-622.82,-522.0,-164.0,-214.0,-318.0,-541.0,-643.0,92.54,136.2,152.66,172.29,122.3,83.0,0.65,1.35,0.57,0.83,0.59,0.82,0.64,1.3,0.56,0.83,0.58,0.81,0.04,0.31,0.08,0.05,0.07,0.07,0.76,2.07,0.73,0.97,0.82,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lesion 13 Day 032 AA,Lesion 13 Day 032 AA,Lesion 13 Day 032 AA,Lesion 13 Day 032 AA,Lesion 13 Day 032 AA,Lesion 13 Day 032 AA
BDQ+LZD+PMD,BQ42,20,-339.57,-305.31,-347.49,-285.33,-332.27,-403.7,-354.0,-321.0,-364.0,-301.0,-352.0,-417.0,125.48,143.1,117.63,146.84,138.2,137.4,0.66,1.08,0.71,0.53,0.47,0.65,0.65,0.98,0.53,0.49,0.41,0.64,0.08,0.41,0.4,0.12,0.14,0.12,0.89,2.12,1.89,0.96,0.88,0.9,0.0,0.01,0.0,0.0,0.0,0.0,0,0.01,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.02,0.02,0.01,0.02,0.76,0.04,0.02,0.02,0.01,0.02,0.0,0.0047169811320754715,0.0,0.0,0.0,0.0,0.01,0.03,0.03,0.02,0.02,0.02,0.0,0.01,0.0,0.01,0.0,0.0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lesion 20 Day 032 AA,Lesion 20 Day 032 AA,Lesion 20 Day 032 AA,Lesion 20 Day 032 AA,Lesion 20 Day 032 AA,Lesion 20 Day 032 AA
BDQ+LZD+PMD,BQ42,22,-330.21,-265.61,-322.45,-294.58,-344.23,-341.4,-333.0,-262.0,-317.0,-301.0,-347.0,-333.0,119.1,127.79,134.38,153.64,147.27,148.9,0.64,1.55,0.89,0.83,0.64,0.98,0.64,1.54,0.81,0.82,0.59,0.89,0.08,0.43,0.38,0.12,0.18,0.34,0.81,2.51,2.24,1.28,1.17,2.22,0.0,0.01,0.0,0.0,0.0,0.0,0,0.01,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.03,0.02,0.01,0.03,0.06,0.04,0.03,0.02,0.01,,0.0,0.003984063745019921,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.02,0.01,0.02,0.0,0.01,0.0,0.01,0.0,0.0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lesion 22 Day 032 AA,Lesion 22 Day 032 AA,Lesion 22 Day 032 AA,Lesion 22 Day 032 AA,Lesion 22 Day 032 AA,Lesion 22 Day 032 AA
