Compound,MarmID,Lesion,TP1_MeanHU,TP2_MeanHU,TP3_MeanHU,TP4_MeanHU,TP5_MeanHU,TP6_MeanHU,TP1_MedianHU,TP2_MedianHU,TP3_MedianHU,TP4_MedianHU,TP5_MedianHU,TP6_MedianHU,TP1_StandDevHU,TP2_StandDevHU,TP3_StandDevHU,TP4_StandDevHU,TP5_StandDevHU,TP6_StandDevHU,TP1_MeanSUV,TP2_MeanSUV,TP3_MeanSUV,TP4_MeanSUV,TP5_MeanSUV,TP6_MeanSUV,TP1_MedianSUV,TP2_MedianSUV,TP3_MedianSUV,TP4_MedianSUV,TP5_MedianSUV,TP6_MedianSUV,TP1_StandDevSUV,TP2_StandDevSUV,TP3_StandDevSUV,TP4_StandDevSUV,TP5_StandDevSUV,TP6_StandDevSUV,TP1_MaxSUV,TP2_MaxSUV,TP3_MaxSUV,TP4_MaxSUV,TP5_MaxSUV,TP6_MaxSUV,TP1_HighSUV,TP2_HighSUV,TP3_HighSUV,TP4_HighSUV,TP5_HighSUV,TP6_HighSUV,TP1_VOLMORE1p5_SUV,TP2_VOLMORE1p5_SUV,TP3_VOLMORE1p5_SUV,TP4_VOLMORE1p5_SUV,TP5_VOLMORE1p5_SUV,TP6_VOLMORE1p5_SUV,TP1_VOLMORE2_SUV,TP2_VOLMORE2_SUV,TP3_VOLMORE2_SUV,TP4_VOLMORE2_SUV,TP5_VOLMORE2_SUV,TP6_VOLMORE2_SUV,TP1_TLG_SUV,TP2_TLG_SUV,TP3_TLG_SUV,TP4_TLG_SUV,TP5_TLG_SUV,TP6_TLG_SUV,TP1_TLG_HardPlusSoft_SUV,TP2_TLG_HardPlusSoft_SUV,TP3_TLG_HardPlusSoft_SUV,TP4_TLG_HardPlusSoft_SUV,TP5_TLG_HardPlusSoft_SUV,TP6_TLG_HardPlusSoft_SUV,TP1_TLG_HardPlusSoft_SublesionDivMuscleTLG,TP2_TLG_HardPlusSoft_SublesionDivMuscleTLG,TP3_TLG_HardPlusSoft_SublesionDivMuscleTLG,TP4_TLG_HardPlusSoft_SublesionDivMuscleTLG,TP5_TLG_HardPlusSoft_SublesionDivMuscleTLG,TP6_TLG_HardPlusSoft_SublesionDivMuscleTLG,TP1_SoftVol,TP2_SoftVol,TP3_SoftVol,TP4_SoftVol,TP5_SoftVol,TP6_SoftVol,TP1_HardVol,TP2_HardVol,TP3_HardVol,TP4_HardVol,TP5_HardVol,TP6_HardVol,TP1_log10CFU,TP2_log10CFU,TP3_log10CFU,TP4_log10CFU,TP5_log10CFU,TP6_log10CFU,TP1_LesionType,TP2_LesionType,TP3_LesionType,TP4_LesionType,TP5_LesionType,TP6_LesionType,TP1_FinalLesionType,TP2_FinalLesionType,TP3_FinalLesionType,TP4_FinalLesionType,TP5_FinalLesionType,TP6_FinalLesionType,TP1_Consolidate,TP2_Consolidate,TP3_Consolidate,TP4_Consolidate,TP5_Consolidate,TP6_Consolidate,TP1_Contour,TP2_Contour,TP3_Contour,TP4_Contour,TP5_Contour,TP6_Contour,UMAP1,UMAP2,cluster,classif
BDQ+LIN+PRE,BQ35,21,-238.21,-136.64,-244.47,-231.85,-339.94,-726.02,-236.0,-68.0,-234.0,-196.0,-317.0,-733.0,157.55,174.91,150.35,180.28,197.3,72.26,1.02,1.5,0.94,0.42,0.6,0.47,0.97,1.34,0.92,0.39,0.57,0.46,0.35,0.72,0.15,0.11,0.21,0.09,1.89,3.47,1.51,0.72,1.2,0.73,0.01,0.04,0.0,0.0,0.0,0.0,0.01,0.04,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.07,0.14,0.06,0.02,0.03,0.02,0.07,0.07,0.06,0.01,0.02,0.0,0.005291005291005292,0.011527377521613832,0.0,0.0,0.0,0.0,0.04,0.03,0.04,0.02,0.02,0.0,0.02,0.06,0.02,0.02,0.01,0.0,,,,,,0.47712125471966244,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,false,false,false,false,false,false,Lesion 21 Day 035 AA,Lesion 21 Day 045 AA,Lesion 21 Day 059 AA,Lesion 21 Day 073 AA,Lesion 21 Day 087 AA,Lesion 21 Day 102 AA,3.4097118,8.179757,6,cool
BDQ+LIN+PRE,BQ42,1,-555.96,-295.54,-299.04,-374.64,-546.11,-619.8,-558.0,-311.0,-321.0,-391.0,-564.0,-643.0,73.04,141.35,142.63,111.84,107.3,81.55,0.5,0.82,0.68,0.56,0.51,0.61,0.5,0.77,0.57,0.54,0.49,0.61,0.05,0.18,0.33,0.07,0.07,0.08,0.66,1.43,2.07,0.72,0.77,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.47712125471966244,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,false,false,false,false,false,false,Lesion 01 Day 032 AA,Lesion 01 Day 032 AA,Lesion 01 Day 032 AA,Lesion 01 Day 032 AA,Lesion 01 Day 032 AA,Lesion 01 Day 032 AA,9.467158,7.720227,8,cool
BDQ+LIN+PRE,BQ42,2,-657.94,-484.65,-535.3,-580.34,-653.32,-719.52,-663.0,-493.0,-539.0,-581.0,-655.0,-719.0,63.82,97.96,103.39,72.69,62.27,49.35,0.48,0.68,0.45,0.49,0.52,0.6,0.47,0.69,0.45,0.48,0.52,0.58,0.02,0.07,0.05,0.03,0.03,0.05,0.55,0.85,0.55,0.55,0.58,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.47712125471966244,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,false,false,false,false,false,false,Lesion 02 Day 032 AA,Lesion 02 Day 032 AA,Lesion 02 Day 032 AA,Lesion 02 Day 032 AA,Lesion 02 Day 032 AA,Lesion 02 Day 032 AA,12.235737,6.512831,7,cool
BDQ+LIN+PRE,BQ42,3,-264.78,-156.74,-166.68,-185.85,-169.33,-209.21,-272.0,-111.0,-127.0,-143.0,-129.0,-201.0,179.73,155.77,173.26,181.1,169.24,171.64,1.34,3.39,3.38,1.72,2.36,2.14,1.15,3.12,3.03,1.56,1.87,1.98,0.69,1.67,2.03,0.75,1.58,0.91,4.51,7.81,8.24,4.22,8.32,5.17,0.21,0.81,0.75,0.53,0.64,0.59,0.21,0.81,0.75,0.53,0.64,0.59,0.11,0.7,0.64,0.33,0.48,0.41,0.89,3.19,3.28,1.71,2.44,1.81,0.82,3.17,3.19,1.61,2.4,0.05,0.04656319290465632,0.10371318822023048,0.09101941747572816,0.1255924170616114,0.07692307692307693,0.11411992263056092,0.39,0.39,0.42,0.44,0.45,0.45,0.22,0.53,0.52,0.52,0.56,0.37,,,,,,1.3424226808222062,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,true,true,true,true,true,true,Lesion 03z06z07 Day 032 AA,Lesion 03z06z07 Day 032 AA,Lesion 03z06z07 Day 032 AA,Lesion 03z06z07 Day 032 AA,Lesion 03z06z07 Day 032 AA,Lesion 03z06z07 Day 032 AA,-4.603682,7.995894,5,hot
BDQ+LIN+PRE,BQ42,4,-305.61,-86.07,-252.65,-237.26,-289.22,-371.65,-319.0,-35.0,-255.0,-232.0,-311.0,-388.0,135.58,135.76,159.35,157.47,153.62,119.65,1.37,2.37,1.21,2.05,1.65,1.38,1.32,2.19,1.03,1.81,1.54,1.37,0.32,0.73,0.57,0.9,0.62,0.3,2.52,4.33,3.36,4.21,3.95,2.38,0.01,0.07,0.01,0.04,0.03,0.01,0.01,0.07,0.01,0.04,0.03,0.01,0.0,0.04,0.01,0.03,0.01,0.0,0.06,0.18,0.07,0.13,0.08,0.05,0.06,0.17,0.07,0.12,0.07,0.0,0.003968253968253968,0.016166281755196306,0.0029761904761904765,0.009501187648456057,0.007594936708860759,0.004201680672268908,0.03,0.02,0.04,0.04,0.03,0.03,0.01,0.05,0.02,0.02,0.01,0.0,,,,,,0.47712125471966244,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,false,false,false,false,false,false,Lesion 04 Day 032 AA,Lesion 04 Day 032 AA,Lesion 04 Day 032 AA,Lesion 04 Day 032 AA,Lesion 04 Day 032 AA,Lesion 04 Day 032 AA,1.0305574,10.405551,4,hot
BDQ+LIN+PRE,BQ42,5,-701.51,-452.79,-406.92,-451.26,-517.55,-532.8,-706.0,-457.0,-413.0,-468.0,-525.0,-537.0,43.66,83.15,96.89,92.71,65.03,74.77,0.79,0.79,0.6,0.79,0.91,1.05,0.79,0.78,0.59,0.8,0.92,1.04,0.05,0.05,0.04,0.03,0.06,0.09,0.84,0.88,0.69,0.85,1.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.47712125471966244,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,false,false,false,false,false,false,Lesion 05 Day 032 AA,Lesion 05 Day 032 AA,Lesion 05 Day 032 AA,Lesion 05 Day 032 AA,Lesion 05 Day 032 AA,Lesion 05 Day 032 AA,12.553012,7.515637,7,cool
BDQ+LIN+PRE,BQ42,8,-284.89,-246.85,-358.05,-349.75,-293.37,-344.81,-282.0,-246.0,-377.0,-357.0,-307.0,-358.0,141.39,132.97,142.04,138.21,165.89,139.8,0.5,1.37,0.81,1.06,1.38,1.25,0.5,1.34,0.77,0.98,1.11,1.13,0.05,0.35,0.24,0.31,0.68,0.43,0.62,2.26,1.59,2.06,4.35,2.81,0.0,0.01,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.03,0.04,0.05,0.03,0.01,0.04,0.02,0.04,0.04,0.0,0.0,0.004424778761061948,0.0,0.0,0.002403846153846154,0.0032679738562091504,0.01,0.02,0.02,0.03,0.02,0.02,0.0,0.01,0.0,0.0,0.01,0.0,,,,,,0.7781512503836436,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,false,false,false,false,false,false,Lesion 08 Day 032 AA,Lesion 08 Day 032 AA,Lesion 08 Day 032 AA,Lesion 08 Day 032 AA,Lesion 08 Day 032 AA,Lesion 08 Day 032 AA,8.3929205,9.470001,3,cool
BDQ+LIN+PRE,BQ42,10,-222.57,-204.26,-183.64,-179.47,-207.24,-255.09,-215.0,-184.0,-131.0,-139.0,-174.0,-209.0,185.94,187.83,177.49,176.97,199.92,219.8,1.46,2.15,1.84,0.95,1.06,1.17,1.28,1.67,1.27,0.82,0.9,1.14,0.67,1.28,1.43,0.4,0.49,0.3,3.07,5.41,6.55,2.39,2.64,1.83,0.01,0.04,0.02,0.01,0.01,0.01,0.01,0.04,0.02,0.01,0.01,0.01,0.01,0.03,0.01,0.0,0.0,0.0,0.04,0.16,0.09,0.04,0.04,0.04,0.03,0.15,0.08,0.04,0.04,0.03,0.003257328990228013,0.0073937153419593345,0.0030534351145038168,0.0041841004184100415,0.003787878787878788,0.00546448087431694,0.01,0.04,0.02,0.02,0.02,0.01,0.01,0.03,0.03,0.02,0.02,0.01,,,,,,0.47712125471966244,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,false,false,false,false,false,false,Lesion 10 Day 032 AA,Lesion 10 Day 032 AA,Lesion 10 Day 032 AA,Lesion 10 Day 032 AA,Lesion 10 Day 032 AA,Lesion 10 Day 032 AA,2.8707385,5.6141233,10,cool
BDQ+LIN+PRE,BQ42,11,-261.94,-177.66,-187.42,-197.99,-215.42,-275.37,-276.0,-140.0,-164.0,-176.0,-186.0,-284.0,174.67,164.83,171.2,160.8,164.4,193.18,1.27,2.23,1.47,0.96,1.05,1.28,1.16,2.01,1.1,0.89,0.97,1.22,0.43,0.92,0.89,0.23,0.34,0.35,2.37,4.39,4.28,1.67,2.23,2.1,0.01,0.03,0.01,0.0,0.0,0.01,0.01,0.03,0.01,0.0,0.0,0.01,0.0,0.02,0.01,0.0,0.0,0.0,0.03,0.1,0.05,0.03,0.03,0.04,0.01,0.1,0.05,0.03,0.03,0.01,0.004219409282700422,0.00683371298405467,0.002336448598130841,0.0,0.0,0.0047619047619047615,0.02,0.02,0.02,0.02,0.01,0.02,0.01,0.02,0.02,0.01,0.01,0.01,,,,,,0.7781512503836436,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,false,false,false,false,false,false,Lesion 11 Day 032 AA,Lesion 11 Day 032 AA,Lesion 11 Day 032 AA,Lesion 11 Day 032 AA,Lesion 11 Day 032 AA,Lesion 11 Day 032 AA,2.7173755,6.6690707,10,cool
BDQ+LIN+PRE,BQ42,12,-282.44,-177.01,-243.65,-278.05,-268.41,-322.04,-295.0,-150.0,-246.0,-282.0,-271.0,-340.0,181.94,150.98,163.99,171.23,148.1,163.01,0.98,1.68,1.06,0.81,0.76,0.91,0.88,1.45,0.79,0.74,0.7,0.89,0.32,0.74,0.69,0.17,0.22,0.17,1.89,3.69,3.43,1.49,1.37,1.29,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.03,0.02,0.02,0.01,0.01,0.0,0.03,0.02,0.02,0.01,0.0,0.0,0.0027100271002710027,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.0,0.0,,,,,,0.47712125471966244,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,false,false,false,false,false,false,Lesion 12 Day 032 AA,Lesion 12 Day 032 AA,Lesion 12 Day 032 AA,Lesion 12 Day 032 AA,Lesion 12 Day 032 AA,Lesion 12 Day 032 AA,4.319936,10.246788,4,hot
BDQ+LIN+PRE,BQ42,14,-451.28,-251.27,-318.81,-300.47,-435.31,-353.95,-491.0,-248.0,-335.0,-317.0,-466.0,-371.0,163.55,163.77,158.16,167.26,190.61,145.83,0.7,1.83,1.23,0.75,0.68,0.75,0.68,1.66,1.08,0.73,0.65,0.75,0.09,0.6,0.55,0.12,0.11,0.1,0.94,3.55,3.21,1.21,1.02,1.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.07,0.05,0.02,0.02,0.01,0.02,0.06,0.04,0.02,0.01,0.02,0.0,0.005633802816901409,0.003115264797507788,0.0,0.0,0.0,0.01,0.02,0.03,0.02,0.01,0.01,0.0,0.01,0.01,0.01,0.0,0.0,,,,,,0.9542425094393249,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,false,false,false,false,false,false,Lesion 14 Day 032 AA,Lesion 14 Day 032 AA,Lesion 14 Day 032 AA,Lesion 14 Day 032 AA,Lesion 14 Day 032 AA,Lesion 14 Day 032 AA,4.464911,5.282158,10,cool
BDQ+LIN+PRE,BQ42,15,-304.31,-226.61,-204.94,-206.49,-252.02,-285.99,-316.0,-212.0,-186.0,-177.0,-237.0,-287.0,177.29,168.48,172.41,165.88,175.26,167.75,0.92,2.12,2.05,1.04,1.12,0.95,0.83,1.89,1.69,1.0,1.02,0.94,0.37,0.98,1.3,0.34,0.47,0.2,1.84,4.75,5.41,1.87,2.08,1.38,0.0,0.03,0.02,0.0,0.01,0.0,0.0,0.03,0.02,0.0,0.01,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.02,0.09,0.07,0.04,0.03,0.02,0.0,0.09,0.07,0.04,0.03,0.0,0.0,0.00650759219088937,0.0036968576709796672,0.0,0.004807692307692308,0.0,0.01,0.03,0.02,0.02,0.02,0.01,0.01,0.02,0.02,0.02,0.01,0.01,,,,,,0.47712125471966244,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,false,false,false,false,false,false,Lesion 15 Day 032 AA,Lesion 15 Day 032 AA,Lesion 15 Day 032 AA,Lesion 15 Day 032 AA,Lesion 15 Day 032 AA,Lesion 15 Day 032 AA,3.7822433,5.632158,10,cool
BDQ+LIN+PRE,BQ42,16,-324.46,-281.49,-304.49,-286.36,-473.22,-357.46,-336.0,-296.0,-321.0,-298.0,-504.0,-376.0,146.55,147.19,152.4,160.71,169.2,128.18,0.6,2.27,1.42,0.87,0.65,0.67,0.61,2.23,1.33,0.87,0.65,0.67,0.06,0.61,0.48,0.13,0.1,0.05,0.75,3.68,2.83,1.25,0.96,0.76,0.0,0.02,0.01,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.01,0.02,0.01,0.02,0.05,0.02,0.01,0.01,0.03,0.0,0.005434782608695652,0.0035335689045936395,0.0,0.0,0.0,0.01,0.02,0.01,0.01,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,,,,,,0.47712125471966244,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,false,false,false,false,false,false,Lesion 16 Day 032 AA,Lesion 16 Day 032 AA,Lesion 16 Day 032 AA,Lesion 16 Day 032 AA,Lesion 16 Day 032 AA,Lesion 16 Day 032 AA,3.3700857,5.2206626,10,cool
BDQ+LIN+PRE,BQ42,17,-304.87,-184.83,-272.8,-264.17,-282.7,-289.6,-318.0,-151.0,-284.0,-266.0,-291.0,-314.0,151.17,155.32,161.11,153.29,159.11,151.01,1.01,2.54,1.55,0.79,0.83,0.9,0.97,2.31,1.15,0.74,0.7,0.85,0.27,1.02,1.06,0.19,0.39,0.29,1.65,4.77,4.74,1.43,1.89,1.55,0.0,0.04,0.02,0.0,0.0,0.0,0.0,0.04,0.02,0.0,0.0,0.0,0.0,0.03,0.01,0.0,0.0,0.0,0.02,0.14,0.08,0.03,0.03,0.03,0.0,0.14,0.08,0.03,0.03,0.86,0.0,0.008385744234800839,0.004219409282700422,0.0,0.0,0.0,0.02,0.03,0.03,0.03,0.03,0.02,0.0,0.03,0.01,0.01,0.01,0.01,,,,,,0.47712125471966244,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,false,false,false,false,false,false,Lesion 17 Day 032 AA,Lesion 17 Day 032 AA,Lesion 17 Day 032 AA,Lesion 17 Day 032 AA,Lesion 17 Day 032 AA,Lesion 17 Day 032 AA,1.859553,6.5465875,10,cool
BDQ+LIN+PRE,BQ42,18,-461.3,-414.1,-494.26,-582.45,-625.23,-728.67,-470.0,-435.0,-502.0,-591.0,-635.0,-738.0,81.12,120.13,84.81,77.95,85.04,57.73,0.51,1.17,0.61,0.54,0.51,0.6,0.51,1.11,0.61,0.53,0.5,0.59,0.02,0.2,0.05,0.05,0.03,0.04,0.55,1.74,0.83,0.75,0.61,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.53,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.47712125471966244,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,false,false,false,false,false,false,Lesion 18 Day 032 AA,Lesion 18 Day 032 AA,Lesion 18 Day 032 AA,Lesion 18 Day 032 AA,Lesion 18 Day 032 AA,Lesion 18 Day 032 AA,12.157531,6.1882725,7,cool
BDQ+LIN+PRE,BQ42,19,-237.15,-133.56,-138.32,-123.01,-173.72,-138.43,-241.0,-61.0,-67.0,-57.0,-124.0,-77.0,186.45,171.29,178.86,169.9,185.74,175.09,1.72,3.02,3.62,1.61,2.08,2.07,1.47,2.61,3.63,1.42,2.11,2.05,1.05,1.57,2.09,0.79,0.99,0.66,6.04,7.06,8.1,3.74,4.24,3.87,0.16,0.54,0.4,0.18,0.28,0.36,0.16,0.54,0.4,0.18,0.28,0.36,0.11,0.43,0.36,0.12,0.22,0.24,0.56,2.07,1.9,0.62,0.86,0.93,0.01,2.0,1.87,0.61,0.83,3.9,0.026490066225165563,0.0764872521246459,0.04938271604938272,0.0481283422459893,0.0660377358490566,0.09302325581395349,0.18,0.21,0.19,0.12,0.18,0.16,0.12,0.44,0.33,0.25,0.22,0.26,,,,,,2.060755055883884,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,false,false,false,false,false,false,Lesion 19 Day 032 AA,Lesion 19 Day 032 AA,Lesion 19 Day 032 AA,Lesion 19 Day 032 AA,Lesion 19 Day 032 AA,Lesion 19 Day 032 AA,-3.9107802,6.735632,0,hot
BDQ+LIN+PRE,BQ42,21,-218.16,-49.71,-85.34,-41.71,-89.22,-87.22,-204.0,-13.0,-30.0,-9.0,-36.0,-30.0,178.87,113.17,145.23,114.5,154.63,150.2,1.61,4.47,4.49,2.31,2.88,2.72,1.5,4.51,4.46,2.23,2.62,2.41,0.63,1.77,2.15,0.82,1.54,1.33,3.8,9.84,10.23,4.5,7.26,6.14,0.25,1.41,1.48,1.17,0.94,1.15,0.25,1.41,1.48,1.17,0.94,1.15,0.12,1.32,1.38,0.87,0.79,0.9,0.8,6.46,7.35,3.27,3.54,3.97,0.01,6.44,7.27,3.26,3.51,0.22,0.06578947368421052,0.14329268292682926,0.14467253176930595,0.26,0.12947658402203857,0.18729641693811075,0.26,0.18,0.39,0.16,0.29,0.34,0.2,1.25,1.24,1.26,0.92,1.1,,,,,,0.9542425094393249,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,false,false,false,false,false,false,Lesion 21 Day 032 AA,Lesion 21 Day 032 AA,Lesion 21 Day 032 AA,Lesion 21 Day 032 AA,Lesion 21 Day 032 AA,Lesion 21 Day 032 AA,-2.8753817,6.887809,0,hot
BDQ+DEL+OPC,BQ47,1,-255.09,-38.98,-95.52,-104.25,,-191.88,-266.0,6.0,-37.0,-58.0,,-149.0,162.73,126.37,160.24,155.67,,175.55,1.26,1.89,1.96,0.92,,1.07,1.19,1.67,1.83,0.85,,1.05,0.37,0.93,0.55,0.26,,0.22,2.6,4.63,3.47,1.77,,1.73,,,,,,,0.06,0.31,0.35,0.01,,0.01,0.01,0.21,0.17,0.0,,0.0,0.3,1.03,0.88,0.28,,0.18,0.29,1.03,0.86,0.27,,0.18,1.9333333333333333,17.166666666666668,6.615384615384615,3.0000000000000004,,1.2857142857142856,0.17,0.08,0.11,0.09,,0.08,0.06,0.46,0.33,0.21,,0.09,1.22,1.22,1.22,1.22,,1.22,Cavity Consol,Cavity Consol,Cavity Consol,Cavity Consol,,Cavity Consol,Cavity,Cavity,Cavity,Cavity,,Cavity,true,true,true,true,,true,Lesion 01 Day 035 AA,Lesion 01 Day 047 AA,Lesion 01 Day 060 AA,Lesion 01 Day 074 AA,,Lesion 01 Day 102 AA,-1.6018702,9.516991,14,hot
BDQ+DEL+OPC,BQ47,2,-280.38,-115.43,-204.17,-202.2,,-303.3,-297.0,-39.0,-172.0,-193.0,,-305.0,149.35,174.19,187.63,159.52,,174.15,0.91,1.59,1.52,0.67,,0.67,0.86,1.55,1.49,0.64,,0.64,0.21,0.55,0.32,0.14,,0.12,1.75,2.97,2.63,1.29,,1.15,,,,,,,0.0,0.12,0.13,0.0,,0.0,0.0,0.06,0.02,0.0,,0.0,0.15,0.37,0.39,0.11,,0.07,0.14,0.36,0.36,0.11,,0.06,0.9333333333333335,6.0,2.769230769230769,1.2222222222222223,,0.4285714285714285,0.11,0.07,0.12,0.09,,0.06,0.04,0.15,0.12,0.07,,0.02,0.95,0.95,0.95,0.95,,0.95,Necrotic,Necrotic,Necrotic,Necrotic,,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,,Necrotic,false,false,false,false,,false,Lesion 02 Day 035 AA,Lesion 02 Day 047 AA,Lesion 02 Day 060 AA,Lesion 02 Day 074 AA,,Lesion 02 Day 102 AA,2.8911078,9.090036,6,cool
BDQ+DEL+OPC,BQ47,3,-255.28,-105.44,-179.97,-196.7,,-263.54,-255.0,-41.0,-128.0,-162.0,,-265.0,156.64,165.4,192.46,171.06,,163.71,1.13,1.96,1.88,0.92,,0.76,1.1,1.81,1.84,0.86,,0.76,0.37,0.91,0.6,0.33,,0.19,2.03,4.5,3.31,1.89,,1.22,,,,,,,0.03,0.16,0.19,0.01,,0.0,0.0,0.12,0.11,0.0,,0.0,0.2,0.52,0.5,0.17,,0.07,0.2,0.51,0.47,0.16,,0.07,1.3333333333333335,8.5,3.615384615384615,1.777777777777778,,0.5,0.12,0.07,0.1,0.08,,0.06,0.06,0.19,0.14,0.09,,0.03,1.28,1.28,1.28,1.28,,1.28,Cavity,Cavity,Cavity,Cavity,,Cavity,Cavity,Cavity,Cavity,Cavity,,Cavity,false,false,false,false,,false,Lesion 03 Day 035 AA,Lesion 03 Day 047 AA,Lesion 03 Day 060 AA,Lesion 03 Day 074 AA,,Lesion 03 Day 102 AA,1.3307825,9.377242,4,hot
